PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,94.55 ,0.00,,(0.15),,,(0.93),,(1.08)
18/04/2019,,2184050481,,,,71612859,,MT,OMN,NGA,,922.00607744680,,,,18/04/2019,0.80,,trn,0.00,0.00,,0.00,,,2.71,mk,2.71
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
18/04/2019,,2184050481,,,,71612859,,MT,OMN,NGA,,922.00607744680,,,,18/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,18/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"86,151.30","5,390.46",,(187.27),,,(912.39),"-1,099.66",
,,,,,,,,,,,,,,,,,,,,242.68 ,0.00,,(0.53),,,(2.56),(3.09),
23/04/2019,,2183915714,,,,77653537,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.25,,trn,"70,112.50","3,195.00",,(177.50),,,(575.10),,(752.60)
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,197.50 ,0.00,,(0.50),,,(1.62),,(2.12)
23/04/2019,,2183915714,,,,77653537,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.25,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
23/04/2019,,2183915714,,,,77653537,,MT,USA,NGA,,355.00000000000,,,,17/04/2019,1.25,,trn,0.00,0.00,,0.00,,,28.76,mk,28.76
,,,,,,,,,,,,.00281690141,,,,23/04/2019,,,stl,0.00,0.00,,0.00,,,0.08,,0.08
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"70,112.50","3,195.00",,(177.50),,,(537.46),(714.96),
,,,,,,,,,,,,,,,,,,,,197.50 ,0.00,,(0.50),,,(1.51),(2.01),
27/04/2019,,2186232980,,,,20392097,,MT,USA,NGA,,355.00000000000,,,,25/04/2019,1.00,,trn,"70,290.00","2,840.00",,(142.00),,,(511.20),,(653.20)
,,,,,,,,,,,,.00281690141,,,,27/04/2019,,,stl,198.00 ,0.00,,(0.40),,,(1.44),,(1.84)
27/04/2019,,2186232980,,,,20392097,,MT,USA,NGA,,355.00000000000,,,,25/04/2019,1.00,,trn,0.00,0.00,,0.00,,,7.10,mk,7.10
,,,,,,,,,,,,.00281690141,,,,27/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
27/04/2019,,2186232980,,,,20392097,,MT,USA,NGA,,355.00000000000,,,,25/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,27/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"70,290.00","2,840.00",,(142.00),,,(478.54),(620.54),
,,,,,,,,,,,,,,,,,,,,198.00 ,0.00,,(0.40),,,(1.35),(1.75),
Account   100711693 - 100712895 Total : ,,,,,,,,,,,,,,,,,,15,,"1,208,603.18","39,772.91",,"-2,442.49",,,"-6,678.97","-9,121.46",
,,,,,,,,,,,,,,,,,,,,"3,404.53",0.00,,(6.88),,,(18.77),(25.65),
Account Number : ,,,100711693 - 100712896,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #030 - LAGOS  - ALAGBADO BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654024,,,,,Store Number : ,,,,030,,,,,,,,,,,,,,
01/04/2019,,2177091217,,,,37510763,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,0.50,,trn,"35,322.50","4,615.00",,(35.50),,,(830.70),,(866.20)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,99.50 ,0.00,,(0.10),,,(2.34),,(2.44)
01/04/2019,,2177091217,,,,37510763,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,0.50,,trn,0.00,0.00,,0.00,,,1.78,mk,1.78
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
01/04/2019,,2177091217,,,,37510763,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,0.50,,trn,0.00,0.00,,0.00,,,41.54,mk,41.54
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
01/04/2019,,2177140409,,,,76075188,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,1.00,,trn,"119,493.00","2,840.00",,(241.40),,,(511.20),,(752.60)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,336.60 ,0.00,,(0.68),,,(1.44),,(2.12)
01/04/2019,,2177140409,,,,76075188,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,1.00,,trn,0.00,0.00,,0.00,,,12.07,mk,12.07
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
01/04/2019,,2177140409,,,,76075188,,MT,USA,NGA,,355.00000000000,,,,28/03/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
01/04/2019,,2177221288,,,,79689721,,MT,DEU,NGA,,398.02600000000,,,,29/03/2019,0.50,,trn,"25,346.30","2,388.16",,(25.47),,,(429.87),,(455.34)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,71.40 ,0.00,,(0.07),,,(1.21),,(1.28)
01/04/2019,,2177221288,,,,79689721,,MT,DEU,NGA,,398.02600000000,,,,29/03/2019,0.50,,trn,0.00,0.00,,0.00,,,21.49,mk,21.49
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
01/04/2019,,2177676570,,,,64622584,,MT,OMN,NGA,,922.00607744680,,,,30/03/2019,0.80,,trn,"62,194.84","1,844.01",,(100.31),,,(331.92),,(432.23)
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,175.20 ,0.00,,(0.28),,,(0.93),,(1.21)
01/04/2019,,2177676570,,,,64622584,,MT,OMN,NGA,,922.00607744680,,,,30/03/2019,0.80,,trn,0.00,0.00,,0.00,,,5.02,mk,5.02
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
01/04/2019,,2177676570,,,,64622584,,MT,OMN,NGA,,922.00607744680,,,,30/03/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,01/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,4,,"242,356.64","11,687.17",,(402.68),,,"-1,979.63","-2,382.31",
,,,,,,,,,,,,,,,,,,,,682.70 ,0.00,,(1.13),,,(5.57),(6.70),
02/04/2019,,2176583998,,,,27431692,,MT,OMN,NGA,,922.00607744680,,,,27/03/2019,0.80,,trn,"36,585.20","1,844.01",,(59.01),,,(331.92),,(390.93)
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,103.06 ,0.00,,(0.17),,,(0.93),,(1.10)
02/04/2019,,2176583998,,,,27431692,,MT,OMN,NGA,,922.00607744680,,,,27/03/2019,0.80,,trn,0.00,0.00,,0.00,,,2.95,mk,2.95
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
02/04/2019,,2176583998,,,,27431692,,MT,OMN,NGA,,922.00607744680,,,,27/03/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,02/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"36,585.20","1,844.01",,(59.01),,,(312.37),(371.38),
,,,,,,,,,,,,,,,,,,,,103.06 ,0.00,,(0.17),,,(0.87),(1.04),
03/04/2019,,2178375441,,,,50861068,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.25,,trn,"70,112.50","3,546.45",,(177.50),,,(638.36),,(815.86)
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,197.50 ,0.00,,(0.50),,,(1.80),,(2.30)
03/04/2019,,2178375441,,,,50861068,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.25,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
03/04/2019,,2178375441,,,,50861068,,MT,USA,NGA,,355.00000000000,,,,01/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
03/04/2019,,2178399739,,,,78406198,,MT,CAN,NGA,,265.79814315610,,,,01/04/2019,0.30,,trn,"39,750.11","3,986.97",,(23.92),,,(717.65),,(741.57)
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,111.97 ,0.00,,(0.07),,,(2.02),,(2.09)
03/04/2019,,2178399739,,,,78406198,,MT,CAN,NGA,,265.79814315610,,,,01/04/2019,0.30,,trn,0.00,0.00,,0.00,,,35.88,mk,35.88
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
03/04/2019,,2178563134,,,,74612568,,MT,CAN,NGA,,265.79814315610,,,,01/04/2019,0.30,,trn,"30,000.73","3,986.97",,(18.05),,,(717.65),,(735.70)
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,84.51 ,0.00,,(0.05),,,(2.02),,(2.07)
03/04/2019,,2178563134,,,,74612568,,MT,CAN,NGA,,265.79814315610,,,,01/04/2019,0.30,,trn,0.00,0.00,,0.00,,,35.88,mk,35.88
,,,,,,,,,,,,.00281690141,,,,03/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"139,863.34","11,520.39",,(219.47),,,"-1,961.10","-2,180.57",
,,,,,,,,,,,,,,,,,,,,393.98 ,0.00,,(0.62),,,(5.52),(6.14),
04/04/2019,,2177974396,,,,99446702,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,"71,341.14","1,844.01",,(115.07),,,(331.92),,(446.99)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,200.96 ,0.00,,(0.32),,,(0.93),,(1.25)
04/04/2019,,2177974396,,,,99446702,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,0.00,0.00,,0.00,,,5.75,mk,5.75
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
04/04/2019,,2177974396,,,,99446702,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
04/04/2019,,2178944372,,,,76270650,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,"70,290.00","2,840.00",,(142.00),,,(511.20),,(653.20)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,198.00 ,0.00,,(0.40),,,(1.44),,(1.84)
04/04/2019,,2178944372,,,,76270650,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,7.10,mk,7.10
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
04/04/2019,,2178944372,,,,76270650,,MT,USA,NGA,,355.00000000000,,,,02/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
04/04/2019,,2178994677,,,,42427910,,MT,OMN,NGA,,922.00607744680,,,,03/04/2019,0.80,,trn,"73,170.40","1,844.01",,(118.02),,,(331.92),,(449.94)
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,206.11 ,0.00,,(0.33),,,(0.93),,(1.26)
04/04/2019,,2178994677,,,,42427910,,MT,OMN,NGA,,922.00607744680,,,,03/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.90,mk,5.90
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
04/04/2019,,2178994677,,,,42427910,,MT,OMN,NGA,,922.00607744680,,,,03/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,04/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"214,801.54","6,528.02",,(375.09),,,"-1,097.53","-1,472.62",
,,,,,,,,,,,,,,,,,,,,605.07 ,0.00,,(1.05),,,(3.07),(4.12),
05/04/2019,,2179158848,,,,95930593,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,"165,465.50","3,514.50",,(418.90),,,(632.61),,"-1,051.51"
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,466.10 ,0.00,,(1.18),,,(1.78),,(2.96)
05/04/2019,,2179158848,,,,95930593,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,0.00,0.00,,0.00,,,20.95,mk,20.95
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
05/04/2019,,2179158848,,,,95930593,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
05/04/2019,,2179297314,,,,37693846,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,"123,007.50","2,840.00",,(248.50),,,(511.20),,(759.70)
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,346.50 ,0.00,,(0.70),,,(1.44),,(2.14)
05/04/2019,,2179297314,,,,37693846,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,12.43,mk,12.43
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
05/04/2019,,2179297314,,,,37693846,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
05/04/2019,,2179317517,,,,78489162,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,"17,572.50","1,420.00",,(35.50),,,(255.60),,(291.10)
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,49.50 ,0.00,,(0.10),,,(0.72),,(0.82)
05/04/2019,,2179317517,,,,78489162,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,1.78,mk,1.78
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
05/04/2019,,2179317517,,,,78489162,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,12.78,mk,12.78
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
05/04/2019,,2179357774,,,,41371630,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,"35,145.00","2,840.00",,(71.00),,,(511.20),,(582.20)
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,99.00 ,0.00,,(0.20),,,(1.44),,(1.64)
05/04/2019,,2179357774,,,,41371630,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,3.55,mk,3.55
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
05/04/2019,,2179357774,,,,41371630,,MT,USA,NGA,,355.00000000000,,,,03/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,05/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,4,,"341,190.50","10,614.50",,(773.90),,,"-1,776.37","-2,550.27",
,,,,,,,,,,,,,,,,,,,,961.10 ,0.00,,(2.18),,,(4.99),(7.17),
08/04/2019,,2180174062,,,,76680628,,MT,DEU,NGA,,398.31000000000,,,,06/04/2019,0.50,,trn,"55,484.58","4,779.72",,(55.76),,,(860.35),,(916.11)
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,156.29 ,0.00,,(0.16),,,(2.42),,(2.58)
08/04/2019,,2180174062,,,,76680628,,MT,DEU,NGA,,398.31000000000,,,,06/04/2019,0.50,,trn,0.00,0.00,,0.00,,,2.79,mk,2.79
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
08/04/2019,,2180174062,,,,76680628,,MT,DEU,NGA,,398.31000000000,,,,06/04/2019,0.50,,trn,0.00,0.00,,0.00,,,43.02,mk,43.02
,,,,,,,,,,,,.00281690141,,,,08/04/2019,,,stl,0.00,0.00,,0.00,,,0.12,,0.12
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"55,484.58","4,779.72",,(55.76),,,(814.54),(870.30),
,,,,,,,,,,,,,,,,,,,,156.29 ,0.00,,(0.16),,,(2.29),(2.45),
09/04/2019,,2177260553,,,,91729352,,MT,ZAF,NGA,,355.00000000000,,,,29/03/2019,0.50,,trn,"79,712.29","4,004.40",,(80.11),,,(720.79),,(800.90)
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,224.54 ,0.00,,(0.23),,,(2.03),,(2.26)
09/04/2019,,2177260553,,,,91729352,,MT,ZAF,NGA,,355.00000000000,,,,29/03/2019,0.50,,trn,0.00,0.00,,0.00,,,4.01,mk,4.01
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
09/04/2019,,2177260553,,,,91729352,,MT,ZAF,NGA,,355.00000000000,,,,29/03/2019,0.50,,trn,0.00,0.00,,0.00,,,36.04,mk,36.04
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
09/04/2019,,2177958205,,,,50284913,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,"280,791.42","2,766.02",,(452.89),,,(497.88),,(950.77)
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,790.96 ,0.00,,(1.28),,,(1.40),,(2.68)
09/04/2019,,2177958205,,,,50284913,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,0.00,0.00,,0.00,,,22.64,mk,22.64
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
09/04/2019,,2177958205,,,,50284913,,MT,OMN,NGA,,922.00607744680,,,,31/03/2019,0.80,,trn,0.00,0.00,,0.00,,,24.89,mk,24.89
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
09/04/2019,,2180060824,,,,50250842,,MT,CAN,NGA,,265.65890892915,,,,05/04/2019,0.30,,trn,"15,001.78","2,656.59",,(9.03),,,(478.19),,(487.22)
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,42.26 ,0.00,,(0.03),,,(1.35),,(1.38)
09/04/2019,,2180060824,,,,50250842,,MT,CAN,NGA,,265.65890892915,,,,05/04/2019,0.30,,trn,0.00,0.00,,0.00,,,23.91,mk,23.91
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
09/04/2019,,2180474990,,,,64830066,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,"62,194.84","1,844.01",,(100.31),,,(331.92),,(432.23)
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,175.20 ,0.00,,(0.28),,,(0.93),,(1.21)
09/04/2019,,2180474990,,,,64830066,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,0.00,0.00,,0.00,,,5.02,mk,5.02
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
09/04/2019,,2180474990,,,,64830066,,MT,OMN,NGA,,922.00607744680,,,,07/04/2019,0.80,,trn,0.00,0.00,,0.00,,,16.60,mk,16.60
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
09/04/2019,,2181111062,,,,66593070,,MT,FRA,NGA,,399.76550000000,,,,09/04/2019,0.50,,trn,"120,006.21","6,796.01",,(120.61),,,"-1,223.28",,"-1,343.89"
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,338.05 ,0.00,,(0.34),,,(3.45),,(3.79)
09/04/2019,,2181111062,,,,66593070,,MT,FRA,NGA,,399.76550000000,,,,09/04/2019,0.50,,trn,0.00,0.00,,0.00,,,6.03,mk,6.03
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
09/04/2019,,2181111062,,,,66593070,,MT,FRA,NGA,,399.76550000000,,,,09/04/2019,0.50,,trn,0.00,0.00,,0.00,,,61.16,mk,61.16
,,,,,,,,,,,,.00281690141,,,,09/04/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
Daily Total : ,,,,,,,,,,,,,,,,,,5,,"557,706.54","18,067.03",,(762.95),,,"-3,051.76","-3,814.71",
,,,,,,,,,,,,,,,,,,,,"1,571.01",0.00,,(2.16),,,(8.60),(10.76),
10/04/2019,,2181253561,,,,24776337,,MT,JOR,NGA,,500.70521861670,,,,09/04/2019,1.00,,trn,"223,064.17","14,520.45",,(450.63),,,"-2,613.68",,"-3,064.31"
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,628.35 ,0.00,,(1.27),,,(7.36),,(8.63)
10/04/2019,,2181253561,,,,24776337,,MT,JOR,NGA,,500.70521861670,,,,09/04/2019,1.00,,trn,0.00,0.00,,0.00,,,22.53,mk,22.53
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
10/04/2019,,2181253561,,,,24776337,,MT,JOR,NGA,,500.70521861670,,,,09/04/2019,1.00,,trn,0.00,0.00,,0.00,,,130.68,mk,130.68
,,,,,,,,,,,,.00281690141,,,,10/04/2019,,,stl,0.00,0.00,,0.00,,,0.37,,0.37
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"223,064.17","14,520.45",,(450.63),,,"-2,460.47","-2,911.10",
,,,,,,,,,,,,,,,,,,,,628.35 ,0.00,,(1.27),,,(6.93),(8.20),
11/04/2019,,2180206441,,,,57409592,,MT,FRA,NGA,,398.31000000000,,,,06/04/2019,0.50,,trn,"17,834.33","1,991.55",,(17.92),,,(358.48),,(376.40)
,,,,,,,,,,,,.00281690141,,,,11/04/2019,,,stl,50.24 ,0.00,,(0.05),,,(1.01),,(1.06)
11/04/2019,,2180206441,,,,57409592,,MT,FRA,NGA,,398.31000000000,,,,06/04/2019,0.50,,trn,0.00,0.00,,0.00,,,17.92,mk,17.92
,,,,,,,,,,,,.00281690141,,,,11/04/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"17,834.33","1,991.55",,(17.92),,,(340.56),(358.48),
,,,,,,,,,,,,,,,,,,,,50.24 ,0.00,,(0.05),,,(0.96),(1.01),
12/04/2019,,2181502509,,,,36700967,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.25,,trn,"35,056.25","3,546.45",,(88.75),,,(638.36),,(727.11)
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,98.75 ,0.00,,(0.25),,,(1.80),,(2.05)
12/04/2019,,2181502509,,,,36700967,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.25,,trn,0.00,0.00,,0.00,,,4.44,mk,4.44
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/04/2019,,2181502509,,,,36700967,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/04/2019,,2181700310,,,,15600337,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,"21,087.00","2,840.00",,(42.60),,,(511.20),,(553.80)
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,59.40 ,0.00,,(0.12),,,(1.44),,(1.56)
12/04/2019,,2181700310,,,,15600337,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,0.00,0.00,,0.00,,,2.13,mk,2.13
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/04/2019,,2181700310,,,,15600337,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/04/2019,,2181724152,,,,96145354,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,"120,195.90","2,840.00",,(242.82),,,(511.20),,(754.02)
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,338.58 ,0.00,,(0.68),,,(1.44),,(2.12)
12/04/2019,,2181724152,,,,96145354,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,0.00,0.00,,0.00,,,12.14,mk,12.14
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/04/2019,,2181724152,,,,96145354,,MT,USA,NGA,,355.00000000000,,,,10/04/2019,1.00,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/04/2019,,2182132338,,,,60905360,,MT,FRA,NGA,,401.50500000000,,,,12/04/2019,0.50,,trn,"79,999.37","5,621.07",,(80.40),,,"-1,011.79",,"-1,092.19"
,,,,,,,,,,,,.00281690141,,,,12/04/2019,,,stl,225.35 ,0.00,,(0.23),,,(2.85),,(3.08)
12/04/2019,,2182132338,,,,60905360,,MT,FRA,NGA,,401.50500000000,,,,12/04/2019,0.50,,trn,0.00,0.00,,0.00,,,4.02,mk,4.02
