PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  114363509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  1/2/2020 to 1/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,2/10/2020
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
1/24/2020,2272815027,,,39162184,,MT,REC,GBR,,NGA,,466.11500000000,,,,1/23/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,41.95,,mk,41.95
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/29/2020,2274221587,,,20259536,,MT,REC,GBR,,NGA,,462.06800000000,,,,1/28/2020,1.50,,trn,0.00,"7,393.09",,,,(532.30),,,,"(1,330.76)",,,"(1,863.06)"
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,(1.50),,,,(3.75),,,(5.25)
1/29/2020,2274221587,,,20259536,,MT,REC,GBR,,NGA,,462.06800000000,,,,1/28/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,66.54,,mk,66.54
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
1/29/2020,2274221587,,,20259536,,MT,REC,GBR,,NGA,,462.06800000000,,,,1/28/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,26.62,,mk,26.62
,,,,,,,,,,,,.00281690141,,,,1/29/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/30/2020,2274439387,,,57254554,,MT,REC,AUS,,NGA,,240.29950000000,,,,1/29/2020,6.10,,trn,0.00,"12,014.98",,,,(938.13),,,,"(2,162.70)",,,"(3,100.83)"
,,,,,,,,,,,,.00281690141,,,,1/30/2020,,,stl,0.00,0.00,,,,(2.64),,,,(6.09),,,(8.73)
1/30/2020,2274439387,,,57254554,,MT,REC,AUS,,NGA,,240.29950000000,,,,1/29/2020,6.10,,trn,0.00,0.00,,,,0.00,,,,46.91,,mk,46.91
,,,,,,,,,,,,.00281690141,,,,1/30/2020,,,stl,0.00,0.00,,,,0.00,,,,0.13,,,0.13
1/30/2020,2274439387,,,57254554,,MT,REC,AUS,,NGA,,240.29950000000,,,,1/29/2020,6.10,,trn,0.00,0.00,,,,0.00,,,,108.13,,mk,108.13
,,,,,,,,,,,,.00281690141,,,,1/30/2020,,,stl,0.00,0.00,,,,0.00,,,,0.30,,,0.30
1/31/2020,2274711402,,,38862919,,MT,REC,USA,,NGA,,355.00000000000,,,,1/30/2020,6.81,,trn,0.00,"1,771.45",,,,(918.67),,,,(318.86),,,"(1,237.53)"
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,(2.59),,,,(0.90),,,(3.49)
1/31/2020,2274711402,,,38862919,,MT,REC,USA,,NGA,,355.00000000000,,,,1/30/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,15.94,,mk,15.94
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/31/2020,2274711402,,,38862919,,MT,REC,USA,,NGA,,355.00000000000,,,,1/30/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,45.93,,mk,45.93
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,0.00,,,,0.13,,,0.13
100711693 - 100713030,,,,,,,,,Account Total:,,,,,Receive,,,,19,,0.00,0.00,,,,"(7,142.22)",,,,"(18,504.79)",,"(25,647.01)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(20.12),,,,(52.13),,(72.25),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(72.25),,
Account Number : ,,,100711693 - 100713032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #167 - LAGOS ISLAND - JOSEPH LILG BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654160,,,,,Store Number : ,,,,167,,,,,,,,,,,,,,,,,,
1/6/2020,2266648471,,,95066818,,MT,REC,USA,,NGA,,355.00000000000,,,,1/2/2020,0.45,,trn,0.00,"2,840.00",,,,(31.95),,,,(511.20),,,(543.15)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.09),,,,(1.44),,,(1.53)
1/6/2020,2266648471,,,95066818,,MT,REC,USA,,NGA,,355.00000000000,,,,1/2/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/13/2020,2268798205,,,34480054,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,1.25,,trn,0.00,"3,546.45",,,,(26.63),,,,(638.36),,,(664.99)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.08),,,,(1.80),,,(1.88)
1/13/2020,2268798205,,,34480054,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/31/2020,2274747233,,,90295810,,MT,REC,DEU,,NGA,,390.89050000000,,,,1/30/2020,0.50,,trn,0.00,"4,690.69",,,,(61.37),,,,(844.32),,,(905.69)
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,(0.17),,,,(2.38),,,(2.55)
1/31/2020,2274747233,,,90295810,,MT,REC,DEU,,NGA,,390.89050000000,,,,1/30/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,3.07,,mk,3.07
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/31/2020,2274747233,,,90295810,,MT,REC,DEU,,NGA,,390.89050000000,,,,1/30/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,42.22,,mk,42.22
,,,,,,,,,,,,.00281690141,,,,1/31/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
100711693 - 100713032,,,,,,,,,Account Total:,,,,,Receive,,,,3,,0.00,0.00,,,,(119.95),,,,"(1,891.11)",,"(2,011.06)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(0.34),,,,(5.33),,(5.67),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(5.67),,
Account Number : ,,,100711693 - 100713036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #171 - IBADAN - AGBENI BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654164,,,,,Store Number : ,,,,171,,,,,,,,,,,,,,,,,,
1/24/2020,2272298105,,,40265190,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,"1,844.01",,,,(154.90),,,,(331.92),,,(486.82)
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,(0.44),,,,(0.93),,,(1.37)
1/24/2020,2272298105,,,40265190,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,7.74,,mk,7.74
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/24/2020,2272298105,,,40265190,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
100711693 - 100713036,,,,,,,,,Account Total:,,,,,Receive,,,,1,,0.00,0.00,,,,(154.90),,,,(307.58),,(462.48),
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(0.44),,,,(0.86),,(1.30),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(1.30),,
Account Number : ,,,100711693 - 100713037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #172 - IBADAN - AGBOWO BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654165,,,,,Store Number : ,,,,172,,,,,,,,,,,,,,,,,,
1/2/2020,2265227760,,,78628116,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/28/2019,1.20,,trn,0.00,"1,844.01",,,,(221.28),,,,(331.92),,,(553.20)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.62),,,,(0.93),,,(1.55)
1/2/2020,2265227760,,,78628116,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/28/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,11.06,,mk,11.06
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/2/2020,2265227760,,,78628116,,MT,REC,OMN,,NGA,,922.00607744680,,,,12/28/2019,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/2/2020,2266135330,,,36377902,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,1.25,,trn,0.00,"3,546.45",,,,(355.00),,,,(638.36),,,(993.36)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(1.00),,,,(1.80),,,(2.80)
1/2/2020,2266135330,,,36377902,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/2/2020,2266135330,,,36377902,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,17.75,,mk,17.75
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/3/2020,2266192319,,,26100096,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,"2,840.00",,,,(127.80),,,,(511.20),,,(639.00)
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,(0.36),,,,(1.44),,,(1.80)
1/3/2020,2266192319,,,26100096,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,6.39,,mk,6.39
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/3/2020,2266192319,,,26100096,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/6/2020,2267115591,,,46246361,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,"3,546.45",,,,(443.75),,,,(638.36),,,"(1,082.11)"
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(1.25),,,,(1.80),,,(3.05)
1/6/2020,2267115591,,,46246361,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/6/2020,2267115591,,,46246361,,MT,REC,USA,,NGA,,355.00000000000,,,,1/3/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,22.19,,mk,22.19
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/6/2020,2267551295,,,27958206,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/5/2020,1.20,,trn,0.00,"2,766.02",,,,(562.05),,,,(497.88),,,"(1,059.93)"
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(1.58),,,,(1.40),,,(2.98)
1/6/2020,2267551295,,,27958206,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/5/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,24.89,,mk,24.89
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/6/2020,2267551295,,,27958206,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/5/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,28.10,,mk,28.10
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
1/7/2020,2267801277,,,32192844,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/6/2020,5.50,,trn,0.00,"3,195.00",,,,(355.36),,,,(575.10),,,(930.46)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(1.00),,,,(1.62),,,(2.62)
1/7/2020,2267801277,,,32192844,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/6/2020,5.50,,trn,0.00,0.00,,,,0.00,,,,28.76,,mk,28.76
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
1/7/2020,2267801277,,,32192844,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/6/2020,5.50,,trn,0.00,0.00,,,,0.00,,,,17.77,,mk,17.77
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/7/2020,2268134073,,,59002035,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/7/2020,5.50,,trn,0.00,"3,195.00",,,,(390.50),,,,(575.10),,,(965.60)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(1.10),,,,(1.62),,,(2.72)
1/7/2020,2268134073,,,59002035,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/7/2020,5.50,,trn,0.00,0.00,,,,0.00,,,,19.53,,mk,19.53
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/7/2020,2268134073,,,59002035,,MT,REC,LBN,,NGA,,355.00000000000,,,,1/7/2020,5.50,,trn,0.00,0.00,,,,0.00,,,,28.76,,mk,28.76
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
1/8/2020,2266443268,,,99115968,,MT,REC,USA,,NGA,,355.00000000000,,,,1/1/2020,0.25,,trn,0.00,"2,840.00",,,,(35.50),,,,(511.20),,,(546.70)
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(0.10),,,,(1.44),,,(1.54)
1/8/2020,2266443268,,,99115968,,MT,REC,USA,,NGA,,355.00000000000,,,,1/1/2020,0.25,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/8/2020,2266443268,,,99115968,,MT,REC,USA,,NGA,,355.00000000000,,,,1/1/2020,0.25,,trn,0.00,0.00,,,,0.00,,,,1.78,,mk,1.78
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/8/2020,2267547469,,,75739461,,MT,REC,USA,,NGA,,355.00000000000,,,,1/5/2020,1.25,,trn,0.00,"2,836.45",,,,(35.50),,,,(510.56),,,(546.06)
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(0.10),,,,(1.44),,,(1.54)
1/8/2020,2267547469,,,75739461,,MT,REC,USA,,NGA,,355.00000000000,,,,1/5/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,1.78,,mk,1.78
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/8/2020,2267547469,,,75739461,,MT,REC,USA,,NGA,,355.00000000000,,,,1/5/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,25.53,,mk,25.53
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/8/2020,2267740492,,,74211994,,MT,REC,GBR,,NGA,,464.02050000000,,,,1/6/2020,1.50,,trn,0.00,"2,320.10",,,,(139.21),,,,(417.62),,,(556.83)
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,(0.39),,,,(1.18),,,(1.57)
1/8/2020,2267740492,,,74211994,,MT,REC,GBR,,NGA,,464.02050000000,,,,1/6/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,6.96,,mk,6.96
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/8/2020,2267740492,,,74211994,,MT,REC,GBR,,NGA,,464.02050000000,,,,1/6/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,20.88,,mk,20.88
,,,,,,,,,,,,.00281690141,,,,1/8/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/9/2020,2268380207,,,16260287,,MT,REC,DEU,,NGA,,395.75400000000,,,,1/8/2020,0.50,,trn,0.00,"7,519.33",,,,(158.30),,,,"(1,353.48)",,,"(1,511.78)"
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.45),,,,(3.81),,,(4.26)
1/9/2020,2268380207,,,16260287,,MT,REC,DEU,,NGA,,395.75400000000,,,,1/8/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,7.92,,mk,7.92
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/9/2020,2268380207,,,16260287,,MT,REC,DEU,,NGA,,395.75400000000,,,,1/8/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,67.67,,mk,67.67
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
1/9/2020,2268676238,,,87965649,,MT,REC,ZAF,,NGA,,355.00000000000,,,,1/9/2020,0.60,,trn,0.00,"2,840.00",,,,(40.14),,,,(511.20),,,(551.34)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.11),,,,(1.44),,,(1.55)
1/9/2020,2268676238,,,87965649,,MT,REC,ZAF,,NGA,,355.00000000000,,,,1/9/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,2.01,,mk,2.01
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/9/2020,2268676238,,,87965649,,MT,REC,ZAF,,NGA,,355.00000000000,,,,1/9/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/13/2020,2268136407,,,31345320,,MT,REC,DEU,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,"2,380.06",,,,(32.16),,,,(428.41),,,(460.57)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.09),,,,(1.21),,,(1.30)
1/13/2020,2268136407,,,31345320,,MT,REC,DEU,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,21.42,,mk,21.42
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/13/2020,2269074528,,,46314413,,MT,REC,BEL,,NGA,,393.76600000000,,,,1/10/2020,2.00,,trn,0.00,"1,535.69",,,,(47.25),,,,(276.42),,,(323.67)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.13),,,,(0.78),,,(0.91)
1/13/2020,2269074528,,,46314413,,MT,REC,BEL,,NGA,,393.76600000000,,,,1/10/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,2.36,,mk,2.36
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/13/2020,2269074528,,,46314413,,MT,REC,BEL,,NGA,,393.76600000000,,,,1/10/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,13.82,,mk,13.82
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/13/2020,2269837599,,,22378266,,MT,REC,FRA,,NGA,,394.61800000000,,,,1/13/2020,0.50,,trn,0.00,"1,539.01",,,,(19.73),,,,(277.02),,,(296.75)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.06),,,,(0.78),,,(0.84)
1/13/2020,2269837599,,,22378266,,MT,REC,FRA,,NGA,,394.61800000000,,,,1/13/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.85,,mk,13.85
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/13/2020,2269849683,,,63588335,,MT,REC,POL,,NGA,,93.20031504205,,,,1/13/2020,1.50,,trn,0.00,"4,194.01",,,,(83.88),,,,(754.92),,,(838.80)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.24),,,,(2.13),,,(2.37)
1/13/2020,2269849683,,,63588335,,MT,REC,POL,,NGA,,93.20031504205,,,,1/13/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,4.19,,mk,4.19
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/13/2020,2269849683,,,63588335,,MT,REC,POL,,NGA,,93.20031504205,,,,1/13/2020,1.50,,trn,0.00,0.00,,,,0.00,,,,37.75,,mk,37.75
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
1/14/2020,2269821889,,,79358553,,MT,REC,ESP,,NGA,,394.61800000000,,,,1/13/2020,3.70,,trn,0.00,"5,524.65",,,,(762.17),,,,(994.44),,,"(1,756.61)"
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,(2.15),,,,(2.80),,,(4.95)
1/14/2020,2269821889,,,79358553,,MT,REC,ESP,,NGA,,394.61800000000,,,,1/13/2020,3.70,,trn,0.00,0.00,,,,0.00,,,,49.72,,mk,49.72
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.14,,,0.14
1/14/2020,2269821889,,,79358553,,MT,REC,ESP,,NGA,,394.61800000000,,,,1/13/2020,3.70,,trn,0.00,0.00,,,,0.00,,,,38.11,,mk,38.11
,,,,,,,,,,,,.00281690141,,,,1/14/2020,,,stl,0.00,0.00,,,,0.00,,,,0.11,,,0.11
1/16/2020,2269263533,,,75794172,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,"1,771.45",,,,(483.51),,,,(318.86),,,(802.37)
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,(1.36),,,,(0.90),,,(2.26)
1/16/2020,2269263533,,,75794172,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,15.94,,mk,15.94
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/16/2020,2269263533,,,75794172,,MT,REC,USA,,NGA,,355.00000000000,,,,1/10/2020,6.81,,trn,0.00,0.00,,,,0.00,,,,24.18,,mk,24.18
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/20/2020,2270220292,,,78570815,,MT,REC,ARE,,NGA,,96.65650185100,,,,1/14/2020,,,trn,0.00,"1,449.85",,,,0.00,,,,(260.97),,,(260.97)
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,(0.74),,,(0.74)
1/20/2020,2270220292,,,78570815,,MT,REC,ARE,,NGA,,96.65650185100,,,,1/14/2020,,,trn,0.00,0.00,,,,0.00,,,,13.05,,mk,13.05
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/23/2020,2271246837,,,89513538,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,"2,840.00",,,,(63.90),,,,(511.20),,,(575.10)
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,(0.18),,,,(1.44),,,(1.62)
1/23/2020,2271246837,,,89513538,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,3.20,,mk,3.20
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/23/2020,2271246837,,,89513538,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/24/2020,2272190130,,,83461844,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,"2,766.02",,,,(446.99),,,,(497.88),,,(944.87)
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,(1.26),,,,(1.40),,,(2.66)
1/24/2020,2272190130,,,83461844,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,24.89,,mk,24.89
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/24/2020,2272190130,,,83461844,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/21/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,22.35,,mk,22.35
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/27/2020,2273574335,,,58153937,,MT,REC,CAN,,NGA,,270.12631258490,,,,1/25/2020,0.30,,trn,0.00,"1,350.63",,,,(3.24),,,,(243.11),,,(246.35)
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(0.01),,,,(0.68),,,(0.69)
