PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  114363509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  1/2/2020 to 1/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,2/10/2020
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
1/21/2020,2271885651,,,76218591,,MT,REC,CMR,,NGA,,.60018409055,,,,1/20/2020,0.60,,trn,0.00,"23,107.09",,,,(720.22),,,,"(4,159.28)",,,"(4,879.50)"
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,(2.03),,,,(11.72),,,(13.75)
1/21/2020,2271885651,,,76218591,,MT,REC,CMR,,NGA,,.60018409055,,,,1/20/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,207.96,,mk,207.96
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
1/21/2020,2271885651,,,76218591,,MT,REC,CMR,,NGA,,.60018409055,,,,1/20/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,36.01,,mk,36.01
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/21/2020,2271989190,,,52164302,,MT,REC,BEL,,NGA,,393.55300000000,,,,1/20/2020,2.00,,trn,0.00,"2,715.52",,,,(204.10),,,,(488.79),,,(692.89)
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,(0.57),,,,(1.38),,,(1.95)
1/21/2020,2271989190,,,52164302,,MT,REC,BEL,,NGA,,393.55300000000,,,,1/20/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,24.44,,mk,24.44
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/21/2020,2271989190,,,52164302,,MT,REC,BEL,,NGA,,393.55300000000,,,,1/20/2020,2.00,,trn,0.00,0.00,,,,0.00,,,,10.20,,mk,10.20
,,,,,,,,,,,,.00281690141,,,,1/21/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/23/2020,2270467331,,,98189254,,MT,REC,CMR,,NGA,,.60213238735,,,,1/15/2020,0.60,,trn,0.00,"15,956.51",,,,(361.28),,,,"(2,872.17)",,,"(3,233.45)"
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,(1.02),,,,(8.09),,,(9.11)
1/23/2020,2270467331,,,98189254,,MT,REC,CMR,,NGA,,.60213238735,,,,1/15/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,143.61,,mk,143.61
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,0.00,,,,0.40,,,0.40
1/23/2020,2270467331,,,98189254,,MT,REC,CMR,,NGA,,.60213238735,,,,1/15/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,18.06,,mk,18.06
,,,,,,,,,,,,.00281690141,,,,1/23/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/24/2020,2272756484,,,66575361,,MT,REC,CMR,,NGA,,.60023821030,,,,1/23/2020,0.60,,trn,0.00,"23,109.17",,,,(720.29),,,,"(4,159.65)",,,"(4,879.94)"
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,(2.03),,,,(11.72),,,(13.75)
1/24/2020,2272756484,,,66575361,,MT,REC,CMR,,NGA,,.60023821030,,,,1/23/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,36.01,,mk,36.01
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/24/2020,2272756484,,,66575361,,MT,REC,CMR,,NGA,,.60023821030,,,,1/23/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,207.98,,mk,207.98
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
1/27/2020,2273111729,,,89452722,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/24/2020,1.20,,trn,0.00,"1,844.01",,,,(150.47),,,,(331.92),,,(482.39)
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(0.42),,,,(0.93),,,(1.35)
1/27/2020,2273111729,,,89452722,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/24/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,16.60,,mk,16.60
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/27/2020,2273111729,,,89452722,,MT,REC,OMN,,NGA,,922.00607744680,,,,1/24/2020,1.20,,trn,0.00,0.00,,,,0.00,,,,7.52,,mk,7.52
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/27/2020,2273362100,,,52933715,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,"22,967.49",,,,(715.87),,,,"(4,134.15)",,,"(4,850.02)"
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(2.02),,,,(11.65),,,(13.67)
1/27/2020,2273362100,,,52933715,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,35.79,,mk,35.79
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
1/27/2020,2273362100,,,52933715,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,206.71,,mk,206.71
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
1/27/2020,2273364581,,,52814094,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,"22,967.49",,,,(715.87),,,,"(4,134.15)",,,"(4,850.02)"
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,(2.02),,,,(11.65),,,(13.67)
1/27/2020,2273364581,,,52814094,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,206.71,,mk,206.71
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
1/27/2020,2273364581,,,52814094,,MT,REC,CMR,,NGA,,.59655809215,,,,1/25/2020,0.60,,trn,0.00,0.00,,,,0.00,,,,35.79,,mk,35.79
,,,,,,,,,,,,.00281690141,,,,1/27/2020,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
100711693 - 100712851,,,,,,,,,Account Total:,,,,,Receive,,,,18,,0.00,0.00,,,,"(9,202.95)",,,,"(45,126.99)",,"(54,329.94)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(25.91),,,,(127.11),,(153.02),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(153.02),,
Account Number : ,,,100711693 - 100712854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #007 - IKEJA - IKEJA BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654002,,,,,Store Number : ,,,,007,,,,,,,,,,,,,,,,,,
1/2/2020,2266151587,,,31012681,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.50,,trn,0.00,"3,546.45",,,,(177.50),,,,(638.36),,,(815.86)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.50),,,,(1.80),,,(2.30)
1/2/2020,2266151587,,,31012681,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/2/2020,2266151587,,,31012681,,MT,REC,USA,,NGA,,355.00000000000,,,,12/31/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,8.88,,mk,8.88
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/6/2020,2267285303,,,63184938,,MT,REC,DEU,,NGA,,396.10900000000,,,,1/4/2020,0.50,,trn,0.00,"4,753.31",,,,(54.66),,,,(855.60),,,(910.26)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.15),,,,(2.41),,,(2.56)
1/6/2020,2267285303,,,63184938,,MT,REC,DEU,,NGA,,396.10900000000,,,,1/4/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,42.78,,mk,42.78
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/6/2020,2267285303,,,63184938,,MT,REC,DEU,,NGA,,396.10900000000,,,,1/4/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,2.73,,mk,2.73
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/13/2020,2268876478,,,48103367,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,"2,840.00",,,,(92.66),,,,(511.20),,,(603.86)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.26),,,,(1.44),,,(1.70)
1/13/2020,2268876478,,,48103367,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,4.63,,mk,4.63
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/13/2020,2268876478,,,48103367,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/16/2020,2270214974,,,75820040,,MT,REC,FRA,,NGA,,395.22150000000,,,,1/14/2020,0.50,,trn,0.00,"1,541.36",,,,(18.22),,,,(277.45),,,(295.67)
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,(0.05),,,,(0.78),,,(0.83)
1/16/2020,2270214974,,,75820040,,MT,REC,FRA,,NGA,,395.22150000000,,,,1/14/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.87,,mk,13.87
,,,,,,,,,,,,.00281690141,,,,1/16/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/20/2020,2271322585,,,31756397,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,"2,840.00",,,,(156.56),,,,(511.20),,,(667.76)
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,(0.44),,,,(1.44),,,(1.88)
1/20/2020,2271322585,,,31756397,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,7.83,,mk,7.83
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/20/2020,2271322585,,,31756397,,MT,REC,USA,,NGA,,355.00000000000,,,,1/17/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/20/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/22/2020,2272143750,,,83940147,,MT,REC,USA,,NGA,,355.00000000000,,,,1/20/2020,1.25,,trn,0.00,"3,546.45",,,,(53.25),,,,(638.36),,,(691.61)
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,(0.15),,,,(1.80),,,(1.95)
1/22/2020,2272143750,,,83940147,,MT,REC,USA,,NGA,,355.00000000000,,,,1/20/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,2.66,,mk,2.66
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/22/2020,2272143750,,,83940147,,MT,REC,USA,,NGA,,355.00000000000,,,,1/20/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/22/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/24/2020,2272849294,,,42892918,,MT,REC,NLD,,NGA,,393.62400000000,,,,1/23/2020,0.50,,trn,0.00,"3,145.06",,,,(27.55),,,,(566.11),,,(593.66)
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,(0.08),,,,(1.59),,,(1.67)
1/24/2020,2272849294,,,42892918,,MT,REC,NLD,,NGA,,393.62400000000,,,,1/23/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,28.31,,mk,28.31
,,,,,,,,,,,,.00281690141,,,,1/24/2020,,,stl,0.00,0.00,,,,0.00,,,,0.08,,,0.08
100711693 - 100712854,,,,,,,,,Account Total:,,,,,Receive,,,,7,,0.00,0.00,,,,(580.40),,,,"(3,771.63)",,"(4,352.03)",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(1.63),,,,(10.62),,(12.25),
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(12.25),,
Account Number : ,,,100711693 - 100712855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #008 - WARRI - WARRI BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654003,,,,,Store Number : ,,,,008,,,,,,,,,,,,,,,,,,
1/2/2020,2265885750,,,22930907,,MT,REC,DEU,,NGA,,397.20950000000,,,,12/30/2019,0.50,,trn,0.00,"7,546.98",,,,(158.88),,,,"(1,358.46)",,,"(1,517.34)"
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.45),,,,(3.83),,,(4.28)
1/2/2020,2265885750,,,22930907,,MT,REC,DEU,,NGA,,397.20950000000,,,,12/30/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,7.94,,mk,7.94
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/2/2020,2265885750,,,22930907,,MT,REC,DEU,,NGA,,397.20950000000,,,,12/30/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,67.92,,mk,67.92
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.19,,,0.19
1/2/2020,2266108666,,,84165229,,MT,REC,ESP,,NGA,,397.56450000000,,,,12/31/2019,3.70,,trn,0.00,"1,987.82",,,,(147.10),,,,(357.81),,,(504.91)
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,(0.41),,,,(1.01),,,(1.42)
1/2/2020,2266108666,,,84165229,,MT,REC,ESP,,NGA,,397.56450000000,,,,12/31/2019,3.70,,trn,0.00,0.00,,,,0.00,,,,17.89,,mk,17.89
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/2/2020,2266108666,,,84165229,,MT,REC,ESP,,NGA,,397.56450000000,,,,12/31/2019,3.70,,trn,0.00,0.00,,,,0.00,,,,7.35,,mk,7.35
,,,,,,,,,,,,.00281690141,,,,1/2/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/3/2020,2266515554,,,67597146,,MT,REC,DEU,,NGA,,398.09700000000,,,,1/2/2020,0.50,,trn,0.00,"9,156.23",,,,(218.95),,,,"(1,648.12)",,,"(1,867.07)"
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,(0.62),,,,(4.64),,,(5.26)
1/3/2020,2266515554,,,67597146,,MT,REC,DEU,,NGA,,398.09700000000,,,,1/2/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,82.41,,mk,82.41
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.23,,,0.23
1/3/2020,2266515554,,,67597146,,MT,REC,DEU,,NGA,,398.09700000000,,,,1/2/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,10.95,,mk,10.95
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/3/2020,2266824935,,,74213710,,MT,REC,FRA,,NGA,,396.57050000000,,,,1/3/2020,0.50,,trn,0.00,"1,546.62",,,,(19.83),,,,(278.39),,,(298.22)
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,(0.06),,,,(0.78),,,(0.84)
1/3/2020,2266824935,,,74213710,,MT,REC,FRA,,NGA,,396.57050000000,,,,1/3/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.92,,mk,13.92
,,,,,,,,,,,,.00281690141,,,,1/3/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/6/2020,2255088208,,,46646183,,MT,REC,USA,,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,0.00,"3,546.45",,,,(177.50),,,,(638.36),,,(815.86)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.50),,,,(1.80),,,(2.30)
1/6/2020,2255088208,,,46646183,,MT,REC,USA,,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,8.88,,mk,8.88
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/6/2020,2255088208,,,46646183,,MT,REC,USA,,NGA,,355.00000000000,,,,11/27/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/6/2020,2266597953,,,71746542,,MT,REC,USA,,NGA,,355.00000000000,,,,1/2/2020,0.45,,trn,0.00,"2,840.00",,,,(131.00),,,,(511.20),,,(642.20)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.37),,,,(1.44),,,(1.81)
1/6/2020,2266597953,,,71746542,,MT,REC,USA,,NGA,,355.00000000000,,,,1/2/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
1/6/2020,2266597953,,,71746542,,MT,REC,USA,,NGA,,355.00000000000,,,,1/2/2020,0.45,,trn,0.00,0.00,,,,0.00,,,,6.55,,mk,6.55
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/6/2020,2267224402,,,39636924,,MT,REC,SAU,,NGA,,94.62377055880,,,,1/4/2020,3.15,,trn,0.00,"5,204.31",,,,(226.53),,,,(936.78),,,"(1,163.31)"
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.64),,,,(2.64),,,(3.28)
1/6/2020,2267224402,,,39636924,,MT,REC,SAU,,NGA,,94.62377055880,,,,1/4/2020,3.15,,trn,0.00,0.00,,,,0.00,,,,46.84,,mk,46.84
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.13,,,0.13
1/6/2020,2267224402,,,39636924,,MT,REC,SAU,,NGA,,94.62377055880,,,,1/4/2020,3.15,,trn,0.00,0.00,,,,0.00,,,,11.33,,mk,11.33
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.03,,,0.03
1/6/2020,2267595342,,,91660835,,MT,REC,NOR,,NGA,,40.16109690620,,,,1/5/2020,1.00,,trn,0.00,803.22,,,,(40.16),,,,(144.58),,,(184.74)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.11),,,,(0.41),,,(0.52)
1/6/2020,2267595342,,,91660835,,MT,REC,NOR,,NGA,,40.16109690620,,,,1/5/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,2.01,,mk,2.01
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/6/2020,2267595342,,,91660835,,MT,REC,NOR,,NGA,,40.16109690620,,,,1/5/2020,1.00,,trn,0.00,0.00,,,,0.00,,,,7.23,,mk,7.23
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/6/2020,2267800005,,,17479135,,MT,REC,FRA,,NGA,,397.42250000000,,,,1/6/2020,0.50,,trn,0.00,"1,549.95",,,,(19.87),,,,(278.99),,,(298.86)
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,(0.06),,,,(0.79),,,(0.85)
1/6/2020,2267800005,,,17479135,,MT,REC,FRA,,NGA,,397.42250000000,,,,1/6/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.95,,mk,13.95
,,,,,,,,,,,,.00281690141,,,,1/6/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/7/2020,2267801985,,,23377916,,MT,REC,DEU,,NGA,,397.42250000000,,,,1/6/2020,0.50,,trn,0.00,"2,384.54",,,,(39.74),,,,(429.22),,,(468.96)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(0.11),,,,(1.21),,,(1.32)
1/7/2020,2267801985,,,23377916,,MT,REC,DEU,,NGA,,397.42250000000,,,,1/6/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,21.46,,mk,21.46
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/7/2020,2267801985,,,23377916,,MT,REC,DEU,,NGA,,397.42250000000,,,,1/6/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,1.99,,mk,1.99
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
1/7/2020,2268055703,,,36505528,,MT,REC,FRA,,NGA,,397.42250000000,,,,1/7/2020,0.50,,trn,0.00,"1,788.40",,,,(27.82),,,,(321.91),,,(349.73)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(0.08),,,,(0.91),,,(0.99)
1/7/2020,2268055703,,,36505528,,MT,REC,FRA,,NGA,,397.42250000000,,,,1/7/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,16.10,,mk,16.10
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.05,,,0.05
1/7/2020,2268145023,,,51171885,,MT,REC,FRA,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,"1,547.04",,,,(19.83),,,,(278.47),,,(298.30)
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,(0.06),,,,(0.78),,,(0.84)
1/7/2020,2268145023,,,51171885,,MT,REC,FRA,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.92,,mk,13.92
,,,,,,,,,,,,.00281690141,,,,1/7/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/9/2020,2268254670,,,62409867,,MT,REC,DEU,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,"4,760.12",,,,(119.00),,,,(856.82),,,(975.82)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.34),,,,(2.41),,,(2.75)
1/9/2020,2268254670,,,62409867,,MT,REC,DEU,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,42.84,,mk,42.84
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.12,,,0.12
1/9/2020,2268254670,,,62409867,,MT,REC,DEU,,NGA,,396.67700000000,,,,1/7/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,5.95,,mk,5.95
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
1/9/2020,2268469032,,,70982238,,MT,REC,FRA,,NGA,,394.97300000000,,,,1/8/2020,0.50,,trn,0.00,"1,540.39",,,,(17.77),,,,(277.27),,,(295.04)
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,(0.05),,,,(0.78),,,(0.83)
1/9/2020,2268469032,,,70982238,,MT,REC,FRA,,NGA,,394.97300000000,,,,1/8/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.86,,mk,13.86
,,,,,,,,,,,,.00281690141,,,,1/9/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/10/2020,2268721153,,,94197746,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,1.25,,trn,0.00,"3,546.45",,,,(443.75),,,,(638.36),,,"(1,082.11)"
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(1.25),,,,(1.80),,,(3.05)
1/10/2020,2268721153,,,94197746,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
1/10/2020,2268721153,,,94197746,,MT,REC,USA,,NGA,,355.00000000000,,,,1/9/2020,1.25,,trn,0.00,0.00,,,,0.00,,,,22.19,,mk,22.19
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
1/10/2020,2268756798,,,95534252,,MT,REC,FRA,,NGA,,394.29850000000,,,,1/9/2020,0.50,,trn,0.00,"1,537.76",,,,(7.89),,,,(276.80),,,(284.69)
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,(0.02),,,,(0.78),,,(0.80)
1/10/2020,2268756798,,,95534252,,MT,REC,FRA,,NGA,,394.29850000000,,,,1/9/2020,0.50,,trn,0.00,0.00,,,,0.00,,,,13.84,,mk,13.84
,,,,,,,,,,,,.00281690141,,,,1/10/2020,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
1/13/2020,2268853541,,,19684154,,MT,REC,DEU,,NGA,,394.29850000000,,,,1/9/2020,0.50,,trn,0.00,"4,731.58",,,,(78.86),,,,(851.68),,,(930.54)
,,,,,,,,,,,,.00281690141,,,,1/13/2020,,,stl,0.00,0.00,,,,(0.22),,,,(2.40),,,(2.62)
