PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
Tran Date,,Tran Id,,,,Ref #,,Prod,Cntry,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,Fee Amt,,,Share Amt,Commission Amt,,,Total
12/31/2019,,2265633201,,,,24259205,,MT,RUS,NGA,,355.00000000000,,,,12/29/2019,3.80,,trn,"(34,151.00)","5,680.00",,(269.80),,,"(1,022.40)",,"(1,292.20)"
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,(96.20),0.00,,(0.76),,,(2.88),,(3.64)
12/31/2019,,2265633201,,,,24259205,,MT,RUS,NGA,,355.00000000000,,,,12/29/2019,3.80,,trn,0.00,0.00,,0.00,,,51.12,mk,51.12
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
12/31/2019,,2265633201,,,,24259205,,MT,RUS,NGA,,355.00000000000,,,,12/29/2019,3.80,,trn,0.00,0.00,,0.00,,,13.49,mk,13.49
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(54,154.92)","7,534.66",,(330.73),,,"(1,271.89)","(1,602.62)",
,,,,,,,,,,,,,,,,,,,,(152.55),0.00,,(0.93),,,(3.58),(4.51),
Account   100711693 - 100712944 Total : ,,,,,,,,,,,,,,,,,,16,,"(1,087,174.58)","59,427.00",,"(2,792.28)",,,"(10,024.05)","(12,816.33)",
,,,,,,,,,,,,,,,,,,,,"(3,062.47)",0.00,,(7.87),,,(28.21),(36.08),
Account Number : ,,,100711693 - 100712945,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #079 - SURULERE - ADENIRAN OGUNSANYA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654073,,,,,Store Number : ,,,,079,,,,,,,,,,,,,,
12/2/2019,,2255485585,,,,56715014,,MT,GBR,NGA,,457.73700000000,,,,11/29/2019,1.50,,trn,"(11,271.77)","1,830.95",,(34.33),,,(329.57),,(363.90)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(31.75),0.00,,(0.10),,,(0.93),,(1.03)
12/2/2019,,2255485585,,,,56715014,,MT,GBR,NGA,,457.73700000000,,,,11/29/2019,1.50,,trn,0.00,0.00,,0.00,,,16.48,mk,16.48
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.05,,0.05
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(11,271.77)","1,830.95",,(34.33),,,(313.09),(347.42),
,,,,,,,,,,,,,,,,,,,,(31.75),0.00,,(0.10),,,(0.88),(0.98),
12/6/2019,,2257235518,,,,95368751,,MT,SLE,NGA,,.03700487695,,,,12/4/2019,1.10,,trn,"(18,256.31)","1,480.20",,(40.61),,,(266.44),,(307.05)
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,(51.43),0.00,,(0.11),,,(0.75),,(0.86)
12/6/2019,,2257235518,,,,95368751,,MT,SLE,NGA,,.03700487695,,,,12/4/2019,1.10,,trn,0.00,0.00,,0.00,,,13.32,mk,13.32
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/6/2019,,2257235518,,,,95368751,,MT,SLE,NGA,,.03700487695,,,,12/4/2019,1.10,,trn,0.00,0.00,,0.00,,,2.03,mk,2.03
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(18,256.31)","1,480.20",,(40.61),,,(251.09),(291.70),
,,,,,,,,,,,,,,,,,,,,(51.43),0.00,,(0.11),,,(0.70),(0.81),
12/17/2019,,2260247247,,,,22314822,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,"(33,082.45)",883.95,,(483.51),,,(159.11),,(642.62)
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,(93.19),0.00,,(1.36),,,(0.45),,(1.81)
12/17/2019,,2260247247,,,,22314822,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,0.00,0.00,,0.00,,,7.96,mk,7.96
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
12/17/2019,,2260247247,,,,22314822,,MT,USA,NGA,,355.00000000000,,,,12/13/2019,6.81,,trn,0.00,0.00,,0.00,,,24.18,mk,24.18
,,,,,,,,,,,,.00281690141,,,,12/17/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(33,082.45)",883.95,,(483.51),,,(126.97),(610.48),
,,,,,,,,,,,,,,,,,,,,(93.19),0.00,,(1.36),,,(0.36),(1.72),
12/19/2019,,2259143747,,,,78046032,,MT,LBR,NGA,,355.00000000000,,,,12/10/2019,1.10,,trn,"(35,109.50)","4,260.00",,(78.10),,,(766.80),,(844.90)
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,(98.90),0.00,,(0.22),,,(2.16),,(2.38)
12/19/2019,,2259143747,,,,78046032,,MT,LBR,NGA,,355.00000000000,,,,12/10/2019,1.10,,trn,0.00,0.00,,0.00,,,38.34,mk,38.34
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.11,,0.11
12/19/2019,,2259143747,,,,78046032,,MT,LBR,NGA,,355.00000000000,,,,12/10/2019,1.10,,trn,0.00,0.00,,0.00,,,3.91,mk,3.91
,,,,,,,,,,,,.00281690141,,,,12/19/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(35,109.50)","4,260.00",,(78.10),,,(724.55),(802.65),
,,,,,,,,,,,,,,,,,,,,(98.90),0.00,,(0.22),,,(2.04),(2.26),
12/20/2019,,2261934751,,,,93564171,,MT,USA,NGA,,355.00000000000,,,,12/18/2019,0.45,,trn,"(35,340.25)","2,840.00",,(31.95),,,(511.20),,(543.15)
,,,,,,,,,,,,.00281690141,,,,12/20/2019,,,stl,(99.55),0.00,,(0.09),,,(1.44),,(1.53)
12/20/2019,,2261934751,,,,93564171,,MT,USA,NGA,,355.00000000000,,,,12/18/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/20/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(35,340.25)","2,840.00",,(31.95),,,(485.64),(517.59),
,,,,,,,,,,,,,,,,,,,,(99.55),0.00,,(0.09),,,(1.37),(1.46),
12/21/2019,,2262347955,,,,22410461,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,"(176,701.25)","2,840.00",,(159.75),,,(511.20),,(670.95)
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,(497.75),0.00,,(0.45),,,(1.44),,(1.89)
12/21/2019,,2262347955,,,,22410461,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,0.00,0.00,,0.00,,,25.56,mk,25.56
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
12/21/2019,,2262347955,,,,22410461,,MT,USA,NGA,,355.00000000000,,,,12/19/2019,0.45,,trn,0.00,0.00,,0.00,,,7.99,mk,7.99
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
12/21/2019,,2262417892,,,,19398993,,MT,IRL,NGA,,394.90200000000,,,,12/20/2019,1.00,,trn,"(117,285.89)","5,726.08",,(236.94),,,"(1,030.69)",,"(1,267.63)"
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,(330.38),0.00,,(0.67),,,(2.90),,(3.57)
12/21/2019,,2262417892,,,,19398993,,MT,IRL,NGA,,394.90200000000,,,,12/20/2019,1.00,,trn,0.00,0.00,,0.00,,,51.53,mk,51.53
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,0.00,0.00,,0.00,,,0.15,,0.15
12/21/2019,,2262417892,,,,19398993,,MT,IRL,NGA,,394.90200000000,,,,12/20/2019,1.00,,trn,0.00,0.00,,0.00,,,11.85,mk,11.85
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(293,987.14)","8,566.08",,(396.69),,,"(1,444.96)","(1,841.65)",
,,,,,,,,,,,,,,,,,,,,(828.13),0.00,,(1.12),,,(4.07),(5.19),
12/23/2019,,2263010435,,,,35474870,,MT,FRA,NGA,,393.26900000000,,,,12/21/2019,0.50,,trn,"(27,391.19)","1,769.71",,(27.53),,,(318.55),,(346.08)
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,(77.16),0.00,,(0.08),,,(0.90),,(0.98)
12/23/2019,,2263010435,,,,35474870,,MT,FRA,NGA,,393.26900000000,,,,12/21/2019,0.50,,trn,0.00,0.00,,0.00,,,15.93,mk,15.93
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/23/2019,,2263014698,,,,75672394,,MT,USA,NGA,,355.00000000000,,,,12/21/2019,0.50,,trn,"(63,580.50)","1,771.45",,(63.90),,,(318.86),,(382.76)
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,(179.10),0.00,,(0.18),,,(0.90),,(1.08)
12/23/2019,,2263014698,,,,75672394,,MT,USA,NGA,,355.00000000000,,,,12/21/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/23/2019,,2263014698,,,,75672394,,MT,USA,NGA,,355.00000000000,,,,12/21/2019,0.50,,trn,0.00,0.00,,0.00,,,3.20,mk,3.20
,,,,,,,,,,,,.00281690141,,,,12/23/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(90,971.69)","3,541.16",,(91.43),,,(602.34),(693.77),
,,,,,,,,,,,,,,,,,,,,(256.26),0.00,,(0.26),,,(1.71),(1.97),
12/30/2019,,2265150512,,,,15215540,,MT,USA,NGA,,355.00000000000,,,,12/28/2019,0.50,,trn,"(70,645.00)","1,771.45",,(71.00),,,(318.86),,(389.86)
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,(199.00),0.00,,(0.20),,,(0.90),,(1.10)
12/30/2019,,2265150512,,,,15215540,,MT,USA,NGA,,355.00000000000,,,,12/28/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/30/2019,,2265150512,,,,15215540,,MT,USA,NGA,,355.00000000000,,,,12/28/2019,0.50,,trn,0.00,0.00,,0.00,,,3.55,mk,3.55
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(70,645.00)","1,771.45",,(71.00),,,(299.37),(370.37),
,,,,,,,,,,,,,,,,,,,,(199.00),0.00,,(0.20),,,(0.85),(1.05),
12/31/2019,,2265615575,,,,99651619,,MT,USA,NGA,,355.00000000000,,,,12/29/2019,1.25,,trn,"(70,112.50)","3,546.45",,(177.50),,,(638.36),,(815.86)
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,(197.50),0.00,,(0.50),,,(1.80),,(2.30)
12/31/2019,,2265615575,,,,99651619,,MT,USA,NGA,,355.00000000000,,,,12/29/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/31/2019,,2265615575,,,,99651619,,MT,USA,NGA,,355.00000000000,,,,12/29/2019,1.25,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(70,112.50)","3,546.45",,(177.50),,,(597.56),(775.06),
,,,,,,,,,,,,,,,,,,,,(197.50),0.00,,(0.50),,,(1.68),(2.18),
Account   100711693 - 100712945 Total : ,,,,,,,,,,,,,,,,,,11,,"(658,776.61)","28,720.24",,"(1,405.12)",,,"(4,845.57)","(6,250.69)",
,,,,,,,,,,,,,,,,,,,,"(1,855.71)",0.00,,(3.96),,,(13.66),(17.62),
Account Number : ,,,100711693 - 100712946,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #080 - MAIDUGURI - MAIDUGURI  BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654074,,,,,Store Number : ,,,,080,,,,,,,,,,,,,,
12/2/2019,,2256039467,,,,28546729,,MT,FRA,NGA,,391.03250000000,,,,11/30/2019,1.00,,trn,"(58,842.57)","1,560.22",,(118.87),,,(280.84),,(399.71)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(165.75),0.00,,(0.33),,,(0.79),,(1.12)
12/2/2019,,2256039467,,,,28546729,,MT,FRA,NGA,,391.03250000000,,,,11/30/2019,1.00,,trn,0.00,0.00,,0.00,,,14.04,mk,14.04
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/2/2019,,2256039467,,,,28546729,,MT,FRA,NGA,,391.03250000000,,,,11/30/2019,1.00,,trn,0.00,0.00,,0.00,,,5.94,mk,5.94
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(58,842.57)","1,560.22",,(118.87),,,(260.86),(379.73),
,,,,,,,,,,,,,,,,,,,,(165.75),0.00,,(0.33),,,(0.73),(1.06),
12/11/2019,,2259451005,,,,30874025,,MT,FRA,NGA,,393.34000000000,,,,12/11/2019,0.50,,trn,"(37,000.43)","1,770.03",,(37.19),,,(318.61),,(355.80)
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,(104.23),0.00,,(0.10),,,(0.90),,(1.00)
12/11/2019,,2259451005,,,,30874025,,MT,FRA,NGA,,393.34000000000,,,,12/11/2019,0.50,,trn,0.00,0.00,,0.00,,,15.93,mk,15.93
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
12/11/2019,,2259451005,,,,30874025,,MT,FRA,NGA,,393.34000000000,,,,12/11/2019,0.50,,trn,0.00,0.00,,0.00,,,1.86,mk,1.86
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(37,000.43)","1,770.03",,(37.19),,,(300.82),(338.01),
,,,,,,,,,,,,,,,,,,,,(104.23),0.00,,(0.10),,,(0.85),(0.95),
12/16/2019,,2259728091,,,,16425429,,MT,CMR,NGA,,.60245710585,,,,12/12/2019,0.60,,trn,"(598,842.36)","23,194.60",,(722.95),,,"(4,175.03)",,"(4,897.98)"
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,"(1,686.88)",0.00,,(2.04),,,(11.76),,(13.80)
12/16/2019,,2259728091,,,,16425429,,MT,CMR,NGA,,.60245710585,,,,12/12/2019,0.60,,trn,0.00,0.00,,0.00,,,208.75,mk,208.75
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.59,,0.59
12/16/2019,,2259728091,,,,16425429,,MT,CMR,NGA,,.60245710585,,,,12/12/2019,0.60,,trn,0.00,0.00,,0.00,,,36.15,mk,36.15
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(598,842.36)","23,194.60",,(722.95),,,"(3,930.13)","(4,653.08)",
,,,,,,,,,,,,,,,,,,,,"(1,686.88)",0.00,,(2.04),,,(11.07),(13.11),
12/24/2019,,2263607205,,,,17780747,,MT,FRA,NGA,,393.48200000000,,,,12/23/2019,0.50,,trn,"(20,002.48)","1,770.67",,(20.10),,,(318.72),,(338.82)
,,,,,,,,,,,,.00281690141,,,,12/24/2019,,,stl,(56.35),0.00,,(0.06),,,(0.90),,(0.96)
12/24/2019,,2263607205,,,,17780747,,MT,FRA,NGA,,393.48200000000,,,,12/23/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/24/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(20,002.48)","1,770.67",,(20.10),,,(302.78),(322.88),
,,,,,,,,,,,,,,,,,,,,(56.35),0.00,,(0.06),,,(0.86),(0.92),
Account   100711693 - 100712946 Total : ,,,,,,,,,,,,,,,,,,4,,"(714,687.84)","28,295.52",,(899.11),,,"(4,794.59)","(5,693.70)",
,,,,,,,,,,,,,,,,,,,,"(2,013.21)",0.00,,(2.53),,,(13.51),(16.04),
Account Number : ,,,100711693 - 100712947,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #081 - OGBA - OGBA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654075,,,,,Store Number : ,,,,081,,,,,,,,,,,,,,
12/2/2019,,2255519599,,,,39585136,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,"(75,370.94)","3,546.45",,(190.81),,,(638.36),,(829.17)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,(212.31),0.00,,(0.54),,,(1.80),,(2.34)
12/2/2019,,2255519599,,,,39585136,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/2/2019,,2255519599,,,,39585136,,MT,USA,NGA,,355.00000000000,,,,11/29/2019,1.25,,trn,0.00,0.00,,0.00,,,9.54,mk,9.54
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(75,370.94)","3,546.45",,(190.81),,,(596.90),(787.71),
,,,,,,,,,,,,,,,,,,,,(212.31),0.00,,(0.54),,,(1.68),(2.22),
12/3/2019,,2250947126,,,,18807043,,MT,BLZ,NGA,,177.50000000000,,,,11/13/2019,1.00,,trn,"(13,706.55)","3,905.00",,(27.69),,,(702.90),,(730.59)
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,(38.61),0.00,,(0.08),,,(1.98),,(2.06)
12/3/2019,,2250947126,,,,18807043,,MT,BLZ,NGA,,177.50000000000,,,,11/13/2019,1.00,,trn,0.00,0.00,,0.00,,,35.15,mk,35.15
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/3/2019,,2254500919,,,,61390315,,MT,BLZ,NGA,,177.50000000000,,,,11/25/2019,1.00,,trn,"(13,706.55)","3,905.00",,(27.69),,,(702.90),,(730.59)
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,(38.61),0.00,,(0.08),,,(1.98),,(2.06)
12/3/2019,,2254500919,,,,61390315,,MT,BLZ,NGA,,177.50000000000,,,,11/25/2019,1.00,,trn,0.00,0.00,,0.00,,,35.15,mk,35.15
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
12/3/2019,,2256513257,,,,71714619,,MT,FRA,NGA,,390.92600000000,,,,12/2/2019,0.50,,trn,"(178,926.83)","7,818.52",,(179.83),,,"(1,407.33)",,"(1,587.16)"
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,(504.02),0.00,,(0.51),,,(3.96),,(4.47)
12/3/2019,,2256513257,,,,71714619,,MT,FRA,NGA,,390.92600000000,,,,12/2/2019,0.50,,trn,0.00,0.00,,0.00,,,70.37,mk,70.37
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.20,,0.20
12/3/2019,,2256513257,,,,71714619,,MT,FRA,NGA,,390.92600000000,,,,12/2/2019,0.50,,trn,0.00,0.00,,0.00,,,8.99,mk,8.99
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,3,,"(206,339.93)","15,628.52",,(235.21),,,"(2,663.47)","(2,898.68)",
,,,,,,,,,,,,,,,,,,,,(581.24),0.00,,(0.67),,,(7.49),(8.16),
12/5/2019,,2256831210,,,,56709003,,MT,DEU,NGA,,393.05600000000,,,,12/3/2019,2.70,,trn,"(11,473.30)",782.18,,(63.68),,,(140.79),,(204.47)
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(32.32),0.00,,(0.18),,,(0.40),,(0.58)
12/5/2019,,2256831210,,,,56709003,,MT,DEU,NGA,,393.05600000000,,,,12/3/2019,2.70,,trn,0.00,0.00,,0.00,,,7.04,mk,7.04
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
12/5/2019,,2256831210,,,,56709003,,MT,DEU,NGA,,393.05600000000,,,,12/3/2019,2.70,,trn,0.00,0.00,,0.00,,,3.18,mk,3.18
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
12/5/2019,,2256909777,,,,17884570,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,"(161,258.75)","3,514.50",,(408.25),,,(632.61),,"(1,040.86)"
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,(454.25),0.00,,(1.15),,,(1.78),,(2.93)
12/5/2019,,2256909777,,,,17884570,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/5/2019,,2256909777,,,,17884570,,MT,USA,NGA,,355.00000000000,,,,12/3/2019,1.25,,trn,0.00,0.00,,0.00,,,20.41,mk,20.41
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"(172,732.05)","4,296.68",,(471.93),,,(711.14),"(1,183.07)",
,,,,,,,,,,,,,,,,,,,,(486.57),0.00,,(1.33),,,(2.00),(3.33),
12/6/2019,,2255332455,,,,83862541,,MT,USA,NGA,,355.00000000000,,,,11/28/2019,6.81,,trn,"(16,541.23)",706.45,,(241.76),,,(127.16),,(368.92)
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,(46.60),0.00,,(0.68),,,(0.36),,(1.04)
12/6/2019,,2255332455,,,,83862541,,MT,USA,NGA,,355.00000000000,,,,11/28/2019,6.81,,trn,0.00,0.00,,0.00,,,6.36,mk,6.36
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.02,,0.02
12/6/2019,,2255332455,,,,83862541,,MT,USA,NGA,,355.00000000000,,,,11/28/2019,6.81,,trn,0.00,0.00,,0.00,,,12.09,mk,12.09
,,,,,,,,,,,,.00281690141,,,,12/6/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(16,541.23)",706.45,,(241.76),,,(108.71),(350.47),
,,,,,,,,,,,,,,,,,,,,(46.60),0.00,,(0.68),,,(0.31),(0.99),
12/9/2019,,2257933897,,,,20545497,,MT,USA,NGA,,355.00000000000,,,,12/6/2019,1.25,,trn,"(168,270.00)","3,514.50",,(426.00),,,(632.61),,"(1,058.61)"
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,(474.00),0.00,,(1.20),,,(1.78),,(2.98)
12/9/2019,,2257933897,,,,20545497,,MT,USA,NGA,,355.00000000000,,,,12/6/2019,1.25,,trn,0.00,0.00,,0.00,,,31.63,mk,31.63
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/9/2019,,2257933897,,,,20545497,,MT,USA,NGA,,355.00000000000,,,,12/6/2019,1.25,,trn,0.00,0.00,,0.00,,,21.30,mk,21.30
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(168,270.00)","3,514.50",,(426.00),,,(579.68),"(1,005.68)",
,,,,,,,,,,,,,,,,,,,,(474.00),0.00,,(1.20),,,(1.63),(2.83),
12/10/2019,,2257886465,,,,56682900,,MT,USA,NGA,,355.00000000000,,,,12/6/2019,0.50,,trn,"(7,064.50)","1,771.45",,(7.10),,,(318.86),,(325.96)
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,(19.90),0.00,,(0.02),,,(0.90),,(0.92)
12/10/2019,,2257886465,,,,56682900,,MT,USA,NGA,,355.00000000000,,,,12/6/2019,0.50,,trn,0.00,0.00,,0.00,,,15.94,mk,15.94
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(7,064.50)","1,771.45",,(7.10),,,(302.92),(310.02),
,,,,,,,,,,,,,,,,,,,,(19.90),0.00,,(0.02),,,(0.86),(0.88),
12/13/2019,,2252539383,,,,43111393,,MT,USA,NGA,,355.00000000000,,,,11/18/2019,1.25,,trn,"(70,112.50)","3,546.45",,(177.50),,,(638.36),,(815.86)
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,(197.50),0.00,,(0.50),,,(1.80),,(2.30)
12/13/2019,,2252539383,,,,43111393,,MT,USA,NGA,,355.00000000000,,,,11/18/2019,1.25,,trn,0.00,0.00,,0.00,,,31.92,mk,31.92
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.09,,0.09
12/13/2019,,2252539383,,,,43111393,,MT,USA,NGA,,355.00000000000,,,,11/18/2019,1.25,,trn,0.00,0.00,,0.00,,,8.88,mk,8.88
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"(70,112.50)","3,546.45",,(177.50),,,(597.56),(775.06),
,,,,,,,,,,,,,,,,,,,,(197.50),0.00,,(0.50),,,(1.68),(2.18),
