PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,USD,,,Transaction Currency : ,,,,,,NGN,,,,,,,,,,,,,,,
,,,,,,,,,Orig,Rcv,,,,,,,FX,,,,,,,Fx Rev,,,,
Tran Date,,Tran Id,,,,Ref #,,Prod,Cntry,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,Fee Amt,,,Share Amt,Commission Amt,,,Total
,,,,,,,,,,,,,,,,,,,,"2,557.75",83.52,,(3.68),,,(14.11),(17.79),
Account Number : ,,,100711693 - 100712921,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #055 - KANO  - BELLO ROAD BRANCH KANO,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654049,,,,,Store Number : ,,,,055,,,,,,,,,,,,,,
12/2/2019,,2256444104,,,,51630976,,MT,NGA,USA,,.00281690141,,,,12/2/2019,,,trn,"78,100.00","5,500.00",,0.00,,,(990.00),,(990.00)
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,220.00,15.49,,0.00,,,(2.79),,(2.79)
12/2/2019,,2256444104,,,,51630976,,MT,NGA,USA,,.00281690141,,,,12/2/2019,,,trn,0.00,0.00,,0.00,,,49.50,mk,49.50
,,,,,,,,,,,,.00281690141,,,,12/2/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"78,100.00","5,500.00",,0.00,,,(940.50),(940.50),
,,,,,,,,,,,,,,,,,,,,220.00,15.49,,0.00,,,(2.65),(2.65),
12/21/2019,,2262871431,,,,93185793,,MT,NGA,ITA,,.00254278878,,,,12/21/2019,,,trn,"355,000.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,"1,000.00",34.79,,0.00,,,(6.26),,(6.26)
12/21/2019,,2262871431,,,,93185793,,MT,NGA,ITA,,.00254278878,,,,12/21/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/21/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"355,000.00","12,350.00",,0.00,,,"(2,111.85)","(2,111.85)",
,,,,,,,,,,,,,,,,,,,,"1,000.00",34.79,,0.00,,,(5.95),(5.95),
Account   100711693 - 100712921 Total : ,,,,,,,,,,,,,,,,,,2,,"433,100.00","17,850.00",,0.00,,,"(3,052.35)","(3,052.35)",
,,,,,,,,,,,,,,,,,,,,"1,220.00",50.28,,0.00,,,(8.60),(8.60),
Account Number : ,,,100711693 - 100712926,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #060 - IKOM - IKOM BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654054,,,,,Store Number : ,,,,060,,,,,,,,,,,,,,
12/16/2019,,2260997033,,,,41180177,,MT,NGA,SEN,,1.66031665660,,,,12/16/2019,,,trn,"132,000.00","6,800.00",,0.00,,,"(1,224.00)",,"(1,224.00)"
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,371.83,19.15,,0.00,,,(3.45),,(3.45)
12/16/2019,,2260997033,,,,41180177,,MT,NGA,SEN,,1.66031665660,,,,12/16/2019,,,trn,0.00,0.00,,0.00,,,61.20,mk,61.20
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"132,000.00","6,800.00",,0.00,,,"(1,162.80)","(1,162.80)",
,,,,,,,,,,,,,,,,,,,,371.83,19.15,,0.00,,,(3.28),(3.28),
Account   100711693 - 100712926 Total : ,,,,,,,,,,,,,,,,,,1,,"132,000.00","6,800.00",,0.00,,,"(1,162.80)","(1,162.80)",
,,,,,,,,,,,,,,,,,,,,371.83,19.15,,0.00,,,(3.28),(3.28),
Account Number : ,,,100711693 - 100712930,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #064 - PORTHARCOURT - IKWERRE ROAD BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654058,,,,,Store Number : ,,,,064,,,,,,,,,,,,,,
12/13/2019,,2260158480,,,,21233376,,MT,NGA,BEN,,1.65303847480,,,,12/13/2019,,,trn,"12,100.00","1,500.00",,0.00,,,(270.00),,(270.00)
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,34.08,4.23,,0.00,,,(0.76),,(0.76)
12/13/2019,,2260158480,,,,21233376,,MT,NGA,BEN,,1.65303847480,,,,12/13/2019,,,trn,0.00,0.00,,0.00,,,13.50,mk,13.50
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"12,100.00","1,500.00",,0.00,,,(256.50),(256.50),
,,,,,,,,,,,,,,,,,,,,34.08,4.23,,0.00,,,(0.72),(0.72),
12/30/2019,,2265755338,,,,56826476,,MT,NGA,VCT,,.00757239437,,,,12/30/2019,,,trn,"16,010.00","3,800.00",,0.00,,,(684.00),,(684.00)
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,45.10,10.70,,0.00,,,(1.93),,(1.93)
12/30/2019,,2265755338,,,,56826476,,MT,NGA,VCT,,.00757239437,,,,12/30/2019,,,trn,0.00,0.00,,0.00,,,34.20,mk,34.20
,,,,,,,,,,,,.00281690141,,,,12/30/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"16,010.00","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,45.10,10.70,,0.00,,,(1.83),(1.83),
Account   100711693 - 100712930 Total : ,,,,,,,,,,,,,,,,,,2,,"28,110.00","5,300.00",,0.00,,,(906.30),(906.30),
,,,,,,,,,,,,,,,,,,,,79.18,14.93,,0.00,,,(2.55),(2.55),
Account Number : ,,,100711693 - 100712939,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #073 - ABUJA - MAITAMA FED SEC BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654067,,,,,Store Number : ,,,,073,,,,,,,,,,,,,,
12/3/2019,,2256852730,,,,34904127,,MT,NGA,MLI,,1.66886416829,,,,12/3/2019,2.00,,trn,"118,605.56","1,000.00",,(474.42),,,(180.00),,(654.42)
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,334.10,2.82,,(1.34),,,(0.51),,(1.85)
12/3/2019,,2256852730,,,,34904127,,MT,NGA,MLI,,1.66886416829,,,,12/3/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/3/2019,,2256852730,,,,34904127,,MT,NGA,MLI,,1.66886416829,,,,12/3/2019,2.00,,trn,0.00,0.00,,0.00,,,23.72,mk,23.72
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.07,,0.07
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"118,605.56","1,000.00",,(474.42),,,(147.28),(621.70),
,,,,,,,,,,,,,,,,,,,,334.10,2.82,,(1.34),,,(0.41),(1.75),
12/13/2019,,2260116515,,,,72716513,,MT,NGA,UKR,,.00281690141,,,,12/13/2019,2.00,,trn,"72,900.00","1,000.00",,(291.60),,,(180.00),,(471.60)
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,205.35,2.82,,(0.82),,,(0.51),,(1.33)
12/13/2019,,2260116515,,,,72716513,,MT,NGA,UKR,,.00281690141,,,,12/13/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/13/2019,,2260116515,,,,72716513,,MT,NGA,UKR,,.00281690141,,,,12/13/2019,2.00,,trn,0.00,0.00,,0.00,,,14.58,mk,14.58
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.04,,0.04
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"72,900.00","1,000.00",,(291.60),,,(156.42),(448.02),
,,,,,,,,,,,,,,,,,,,,205.35,2.82,,(0.82),,,(0.44),(1.26),
Account   100711693 - 100712939 Total : ,,,,,,,,,,,,,,,,,,2,,"191,505.56","2,000.00",,(766.02),,,(303.70),"(1,069.72)",
,,,,,,,,,,,,,,,,,,,,539.45,5.64,,(2.16),,,(0.85),(3.01),
Account Number : ,,,100711693 - 100712944,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #078 - UMUAHIA - UMUAHIA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654072,,,,,Store Number : ,,,,078,,,,,,,,,,,,,,
12/4/2019,,2257276709,,,,68277728,,MT,NGA,ZAF,,.00281690141,,,,12/4/2019,,,trn,"51,500.00","5,500.00",,0.00,,,(990.00),,(990.00)
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,145.07,15.49,,0.00,,,(2.79),,(2.79)
12/4/2019,,2257276709,,,,68277728,,MT,NGA,ZAF,,.00281690141,,,,12/4/2019,,,trn,0.00,0.00,,0.00,,,49.50,mk,49.50
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"51,500.00","5,500.00",,0.00,,,(940.50),(940.50),
,,,,,,,,,,,,,,,,,,,,145.07,15.49,,0.00,,,(2.65),(2.65),
Account   100711693 - 100712944 Total : ,,,,,,,,,,,,,,,,,,1,,"51,500.00","5,500.00",,0.00,,,(940.50),(940.50),
,,,,,,,,,,,,,,,,,,,,145.07,15.49,,0.00,,,(2.65),(2.65),
Account Number : ,,,100711693 - 100712946,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #080 - MAIDUGURI - MAIDUGURI  BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654074,,,,,Store Number : ,,,,080,,,,,,,,,,,,,,
12/9/2019,,2258774501,,,,68407449,,MT,NGA,LBR,,.00281690141,,,,12/9/2019,,,trn,"36,000.00","3,800.00",,0.00,,,(684.00),,(684.00)
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,101.41,10.70,,0.00,,,(1.93),,(1.93)
12/9/2019,,2258774501,,,,68407449,,MT,NGA,LBR,,.00281690141,,,,12/9/2019,,,trn,0.00,0.00,,0.00,,,34.20,mk,34.20
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"36,000.00","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,101.41,10.70,,0.00,,,(1.83),(1.83),
Account   100711693 - 100712946 Total : ,,,,,,,,,,,,,,,,,,1,,"36,000.00","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,101.41,10.70,,0.00,,,(1.83),(1.83),
Account Number : ,,,100711693 - 100712947,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #081 - OGBA - OGBA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654075,,,,,Store Number : ,,,,081,,,,,,,,,,,,,,
12/5/2019,,2257600105,,,,69128276,,MT,NGA,USA,,.00281690141,,,,12/5/2019,,,trn,"88,750.00","6,800.00",,0.00,,,"(1,224.00)",,"(1,224.00)"
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,250.00,19.15,,0.00,,,(3.45),,(3.45)
12/5/2019,,2257600105,,,,69128276,,MT,NGA,USA,,.00281690141,,,,12/5/2019,,,trn,0.00,0.00,,0.00,,,61.20,mk,61.20
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"88,750.00","6,800.00",,0.00,,,"(1,162.80)","(1,162.80)",
,,,,,,,,,,,,,,,,,,,,250.00,19.15,,0.00,,,(3.28),(3.28),
12/10/2019,,2259135011,,,,38225020,,MT,NGA,CHN,,.00281690141,,,,12/10/2019,,,trn,"355,000.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,"1,000.00",34.79,,0.00,,,(6.26),,(6.26)
12/10/2019,,2259135011,,,,38225020,,MT,NGA,CHN,,.00281690141,,,,12/10/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/10/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"355,000.00","12,350.00",,0.00,,,"(2,111.85)","(2,111.85)",
,,,,,,,,,,,,,,,,,,,,"1,000.00",34.79,,0.00,,,(5.95),(5.95),
12/31/2019,,2266066431,,,,56915886,,MT,NGA,USA,,.00281690141,,,,12/31/2019,,,trn,"53,250.00","5,500.00",,0.00,,,(990.00),,(990.00)
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,150.00,15.49,,0.00,,,(2.79),,(2.79)
12/31/2019,,2266066431,,,,56915886,,MT,NGA,USA,,.00281690141,,,,12/31/2019,,,trn,0.00,0.00,,0.00,,,49.50,mk,49.50
,,,,,,,,,,,,.00281690141,,,,12/31/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"53,250.00","5,500.00",,0.00,,,(940.50),(940.50),
,,,,,,,,,,,,,,,,,,,,150.00,15.49,,0.00,,,(2.65),(2.65),
Account   100711693 - 100712947 Total : ,,,,,,,,,,,,,,,,,,3,,"497,000.00","24,650.00",,0.00,,,"(4,215.15)","(4,215.15)",
,,,,,,,,,,,,,,,,,,,,"1,400.00",69.43,,0.00,,,(11.88),(11.88),
Account Number : ,,,100711693 - 100712948,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #082 - YABA - YABA BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654076,,,,,Store Number : ,,,,082,,,,,,,,,,,,,,
12/4/2019,,2257204054,,,,15877904,,MT,NGA,GBR,,.00215937249,,,,12/4/2019,,,trn,"315,000.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,887.32,34.79,,0.00,,,(6.26),,(6.26)
12/4/2019,,2257204054,,,,15877904,,MT,NGA,GBR,,.00215937249,,,,12/4/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/4/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"315,000.00","12,350.00",,0.00,,,"(2,111.85)","(2,111.85)",
,,,,,,,,,,,,,,,,,,,,887.32,34.79,,0.00,,,(5.95),(5.95),
Account   100711693 - 100712948 Total : ,,,,,,,,,,,,,,,,,,1,,"315,000.00","12,350.00",,0.00,,,"(2,111.85)","(2,111.85)",
,,,,,,,,,,,,,,,,,,,,887.32,34.79,,0.00,,,(5.95),(5.95),
Account Number : ,,,100711693 - 100712950,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #084 - ENUGU - GARDEN AVENUE ENUGU,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654078,,,,,Store Number : ,,,,084,,,,,,,,,,,,,,
12/9/2019,,2258776305,,,,54652478,,MT,NGA,USA,,.00281690141,,,,12/9/2019,,,trn,"31,960.22","3,800.00",,0.00,,,(684.00),,(684.00)
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,90.03,10.70,,0.00,,,(1.93),,(1.93)
12/9/2019,,2258776305,,,,54652478,,MT,NGA,USA,,.00281690141,,,,12/9/2019,,,trn,0.00,0.00,,0.00,,,34.20,mk,34.20
,,,,,,,,,,,,.00281690141,,,,12/9/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"31,960.22","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,90.03,10.70,,0.00,,,(1.83),(1.83),
Account   100711693 - 100712950 Total : ,,,,,,,,,,,,,,,,,,1,,"31,960.22","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,90.03,10.70,,0.00,,,(1.83),(1.83),
Account Number : ,,,100711693 - 100712951,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #085 - OWERRI - OWERRI BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654079,,,,,Store Number : ,,,,085,,,,,,,,,,,,,,
12/11/2019,,2259534549,,,,36328124,,MT,NGA,MYS,,.01171830987,,,,12/11/2019,2.00,,trn,"50,000.00","1,000.00",,(200.00),,,(180.00),,(380.00)
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,140.85,2.82,,(0.56),,,(0.51),,(1.07)
12/11/2019,,2259534549,,,,36328124,,MT,NGA,MYS,,.01171830987,,,,12/11/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/11/2019,,2259534549,,,,36328124,,MT,NGA,MYS,,.01171830987,,,,12/11/2019,2.00,,trn,0.00,0.00,,0.00,,,10.00,mk,10.00
,,,,,,,,,,,,.00281690141,,,,12/11/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"50,000.00","1,000.00",,(200.00),,,(161.00),(361.00),
,,,,,,,,,,,,,,,,,,,,140.85,2.82,,(0.56),,,(0.45),(1.01),
12/12/2019,,2259786401,,,,76375407,,MT,NGA,GHA,,.01558845071,,,,12/12/2019,,,trn,"50,000.00","5,500.00",,0.00,,,(990.00),,(990.00)
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,140.85,15.49,,0.00,,,(2.79),,(2.79)
12/12/2019,,2259786401,,,,76375407,,MT,NGA,GHA,,.01558845071,,,,12/12/2019,,,trn,0.00,0.00,,0.00,,,49.50,mk,49.50
,,,,,,,,,,,,.00281690141,,,,12/12/2019,,,stl,0.00,0.00,,0.00,,,0.14,,0.14
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"50,000.00","5,500.00",,0.00,,,(940.50),(940.50),
,,,,,,,,,,,,,,,,,,,,140.85,15.49,,0.00,,,(2.65),(2.65),
12/20/2019,,2262480530,,,,84475488,,MT,NGA,UKR,,.00281690141,,,,12/20/2019,2.00,,trn,"100,000.00","1,000.00",,(400.00),,,(180.00),,(580.00)
,,,,,,,,,,,,.00281690141,,,,12/20/2019,,,stl,281.69,2.82,,(1.13),,,(0.51),,(1.64)
12/20/2019,,2262480530,,,,84475488,,MT,NGA,UKR,,.00281690141,,,,12/20/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/20/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/20/2019,,2262480530,,,,84475488,,MT,NGA,UKR,,.00281690141,,,,12/20/2019,2.00,,trn,0.00,0.00,,0.00,,,20.00,mk,20.00
,,,,,,,,,,,,.00281690141,,,,12/20/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"100,000.00","1,000.00",,(400.00),,,(151.00),(551.00),
,,,,,,,,,,,,,,,,,,,,281.69,2.82,,(1.13),,,(0.42),(1.55),
12/27/2019,,2264903299,,,,99561309,,MT,NGA,MYS,,.01162253522,,,,12/27/2019,2.00,,trn,"20,000.00","1,000.00",,(80.00),,,(180.00),,(260.00)
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,56.34,2.82,,(0.23),,,(0.51),,(0.74)
12/27/2019,,2264903299,,,,99561309,,MT,NGA,MYS,,.01162253522,,,,12/27/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/27/2019,,2264903299,,,,99561309,,MT,NGA,MYS,,.01162253522,,,,12/27/2019,2.00,,trn,0.00,0.00,,0.00,,,4.00,mk,4.00
,,,,,,,,,,,,.00281690141,,,,12/27/2019,,,stl,0.00,0.00,,0.00,,,0.01,,0.01
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"20,000.00","1,000.00",,(80.00),,,(167.00),(247.00),
,,,,,,,,,,,,,,,,,,,,56.34,2.82,,(0.23),,,(0.47),(0.70),
Account   100711693 - 100712951 Total : ,,,,,,,,,,,,,,,,,,4,,"220,000.00","8,500.00",,(680.00),,,"(1,419.50)","(2,099.50)",
,,,,,,,,,,,,,,,,,,,,619.73,23.95,,(1.92),,,(3.99),(5.91),
Account Number : ,,,100711693 - 100712952,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #086 - BENIN CITY - UGBOWO BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654080,,,,,Store Number : ,,,,086,,,,,,,,,,,,,,
12/3/2019,,2256761966,,,,46946571,,MT,NGA,GBR,,.00217689444,,,,12/3/2019,,,trn,"252,700.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,711.83,34.79,,0.00,,,(6.26),,(6.26)
12/3/2019,,2256761966,,,,46946571,,MT,NGA,GBR,,.00217689444,,,,12/3/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"252,700.00","12,350.00",,0.00,,,"(2,111.85)","(2,111.85)",
,,,,,,,,,,,,,,,,,,,,711.83,34.79,,0.00,,,(5.95),(5.95),
12/5/2019,,2257495983,,,,87493108,,MT,NGA,RUS,,.00281690141,,,,12/5/2019,2.00,,trn,"109,000.00","1,000.00",,(436.00),,,(180.00),,(616.00)
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,307.04,2.82,,(1.23),,,(0.51),,(1.74)
12/5/2019,,2257495983,,,,87493108,,MT,NGA,RUS,,.00281690141,,,,12/5/2019,2.00,,trn,0.00,0.00,,0.00,,,9.00,mk,9.00
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.03,,0.03
12/5/2019,,2257495983,,,,87493108,,MT,NGA,RUS,,.00281690141,,,,12/5/2019,2.00,,trn,0.00,0.00,,0.00,,,21.80,mk,21.80
,,,,,,,,,,,,.00281690141,,,,12/5/2019,,,stl,0.00,0.00,,0.00,,,0.06,,0.06
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"109,000.00","1,000.00",,(436.00),,,(149.20),(585.20),
,,,,,,,,,,,,,,,,,,,,307.04,2.82,,(1.23),,,(0.42),(1.65),
12/13/2019,,2260106905,,,,35159757,,MT,NGA,LBR,,.00281690141,,,,12/13/2019,,,trn,"17,750.00","3,800.00",,0.00,,,(684.00),,(684.00)
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,50.00,10.70,,0.00,,,(1.93),,(1.93)
12/13/2019,,2260106905,,,,35159757,,MT,NGA,LBR,,.00281690141,,,,12/13/2019,,,trn,0.00,0.00,,0.00,,,34.20,mk,34.20
,,,,,,,,,,,,.00281690141,,,,12/13/2019,,,stl,0.00,0.00,,0.00,,,0.10,,0.10
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"17,750.00","3,800.00",,0.00,,,(649.80),(649.80),
,,,,,,,,,,,,,,,,,,,,50.00,10.70,,0.00,,,(1.83),(1.83),
12/16/2019,,2260985976,,,,34768132,,MT,NGA,FRA,,.00253113614,,,,12/16/2019,,,trn,"150,000.00","6,800.00",,0.00,,,"(1,224.00)",,"(1,224.00)"
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,422.54,19.15,,0.00,,,(3.45),,(3.45)
12/16/2019,,2260985976,,,,34768132,,MT,NGA,FRA,,.00253113614,,,,12/16/2019,,,trn,0.00,0.00,,0.00,,,61.20,mk,61.20
,,,,,,,,,,,,.00281690141,,,,12/16/2019,,,stl,0.00,0.00,,0.00,,,0.17,,0.17
Daily Total : ,,,,,,,,,,,,,,,,,,1,,"150,000.00","6,800.00",,0.00,,,"(1,162.80)","(1,162.80)",
,,,,,,,,,,,,,,,,,,,,422.54,19.15,,0.00,,,(3.28),(3.28),
12/18/2019,,2261746100,,,,45516998,,MT,NGA,USA,,.00281690141,,,,12/18/2019,,,trn,"355,000.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,"1,000.00",34.79,,0.00,,,(6.26),,(6.26)
12/18/2019,,2261746100,,,,45516998,,MT,NGA,USA,,.00281690141,,,,12/18/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
12/18/2019,,2261748064,,,,59507573,,MT,NGA,USA,,.00281690141,,,,12/18/2019,,,trn,"355,000.00","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,"1,000.00",34.79,,0.00,,,(6.26),,(6.26)
12/18/2019,,2261748064,,,,59507573,,MT,NGA,USA,,.00281690141,,,,12/18/2019,,,trn,0.00,0.00,,0.00,,,111.15,mk,111.15
,,,,,,,,,,,,.00281690141,,,,12/18/2019,,,stl,0.00,0.00,,0.00,,,0.31,,0.31
Daily Total : ,,,,,,,,,,,,,,,,,,2,,"710,000.00","24,700.00",,0.00,,,"(4,223.70)","(4,223.70)",
,,,,,,,,,,,,,,,,,,,,"2,000.00",69.58,,0.00,,,(11.90),(11.90),
Account   100711693 - 100712952 Total : ,,,,,,,,,,,,,,,,,,6,,"1,239,450.00","48,650.00",,(436.00),,,"(8,297.35)","(8,733.35)",
,,,,,,,,,,,,,,,,,,,,"3,491.41",137.04,,(1.23),,,(23.38),(24.61),
Account Number : ,,,100711693 - 100712953,,,,,,,,,,,,,,,,,,,,,,,,,
,Agent Name : ,,,,FCMB - #087 - MATORI - MATORI BRANCH,,,,,,,,,,,,,,,,,,,,,,,
,Legacy ID : ,,,,654081,,,,,Store Number : ,,,,087,,,,,,,,,,,,,,
12/3/2019,,2256884676,,,,86517952,,MT,NGA,CAN,,.00374676057,,,,12/3/2019,,,trn,"320,276.67","12,350.00",,0.00,,,"(2,223.00)",,"(2,223.00)"
,,,,,,,,,,,,.00281690141,,,,12/3/2019,,,stl,902.19,34.79,,0.00,,,(6.26),,(6.26)
