,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receive  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,,,USD,,,,Transaction Currency : ,,,,,,,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Orig,,,,Rcv,,,,,,,,,,FX,,,,,,,,,,,,,,,,,,,Fx Rev,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tran Date,,,Tran Id,,,,,Ref #,,,Prod,,,Cntry,,,,Cntry,,,FX Rate,,,,FX Date,,,Margin,,,,,,Base Amt,,,,,,Fee Amt,,,,,,,Share Amt,,,,Commission Amt,,,,,,,Total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,(543.95),,,0.00,,,,,,,(1.21),,,,,,,(2.52),,,,,(3.73),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2050242860,,,,,61939901,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2050242860,,,,,61939901,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/21/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,21.48,,mk,,,21.48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.06,,,,,0.06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(213,645.12)",,,,,,"6,450.62",,,,,(481.56),,,,,,,"(1,078.97)",,,,"(1,560.53)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(601.82),,,,,,0.00,,,,,(1.36),,,,,,,(3.03),,,,(4.39),,,
03/23/18,,,2050807348,,,,,46785369,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/22/18,,,1.10,,,trn,,,,,"(310,775.25)",,,"4,970.00",,,,,,,(691.31),,,,,,,(894.60),,,,,"(1,585.91)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,(875.42),,,0.00,,,,,,,(1.95),,,,,,,(2.52),,,,,(4.47),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/18,,,2050807348,,,,,46785369,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/22/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,34.57,,mk,,,34.57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/18,,,2050807348,,,,,46785369,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/22/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/18,,,2050877423,,,,,31873280,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/23/18,,,1.10,,,trn,,,,,"(35,109.50)",,,"2,836.45",,,,,,,(78.10),,,,,,,(510.56),,,,,(588.66),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,(98.90),,,0.00,,,,,,,(0.22),,,,,,,(1.44),,,,,(1.66),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/18,,,2050877423,,,,,31873280,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/23/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/18,,,2050877423,,,,,31873280,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/23/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,3.91,,mk,,,3.91,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/23/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(345,884.75)",,,,,,"7,806.45",,,,,(769.41),,,,,,,"(1,296.42)",,,,"(2,065.83)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(974.32),,,,,,0.00,,,,,(2.17),,,,,,,(3.65),,,,(5.82),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2050904381,,,,,78547937,,,MT,,,FRA,,,,NGA,,,437.50200000000,,,,03/23/18,,,0.50,,,trn,,,,,"(44,619.74)",,,"3,281.27",,,,,,,(44.84),,,,,,,(590.63),,,,,(635.47),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,(125.69),,,0.00,,,,,,,(0.13),,,,,,,(1.66),,,,,(1.79),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2050904381,,,,,78547937,,,MT,,,FRA,,,,NGA,,,437.50200000000,,,,03/23/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,29.53,,mk,,,29.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.08,,,,,0.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2050904381,,,,,78547937,,,MT,,,FRA,,,,NGA,,,437.50200000000,,,,03/23/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,2.24,,mk,,,2.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051363618,,,,,98501310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,"(35,109.50)",,,"2,836.45",,,,,,,(78.10),,,,,,,(510.56),,,,,(588.66),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,(98.90),,,0.00,,,,,,,(0.22),,,,,,,(1.44),,,,,(1.66),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051363618,,,,,98501310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051363618,,,,,98501310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,3.91,,mk,,,3.91,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051397588,,,,,23654576,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.50,,,trn,,,,,"(20,980.50)",,,"2,836.45",,,,,,,(63.90),,,,,,,(510.56),,,,,(574.46),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,(59.10),,,0.00,,,,,,,(0.18),,,,,,,(1.44),,,,,(1.62),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051397588,,,,,23654576,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,3.20,,mk,,,3.20,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/18,,,2051397588,,,,,23654576,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/24/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/26/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,"(100,709.74)",,,,,,"8,954.17",,,,,(186.84),,,,,,,"(1,521.81)",,,,"(1,708.65)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(283.69),,,,,,0.00,,,,,(0.53),,,,,,,(4.29),,,,(4.82),,,
03/27/18,,,2051940528,,,,,61239698,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,"(54,199.63)",,,"2,836.45",,,,,,,(165.08),,,,,,,(510.56),,,,,(675.64),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,(152.68),,,0.00,,,,,,,(0.47),,,,,,,(1.44),,,,,(1.91),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/18,,,2051940528,,,,,61239698,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/18,,,2051940528,,,,,61239698,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,8.25,,mk,,,8.25,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/18,,,2052127632,,,,,99995410,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,"(239,527.38)",,,"4,970.00",,,,,,,(729.53),,,,,,,(894.60),,,,,"(1,624.13)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,(674.73),,,0.00,,,,,,,(2.06),,,,,,,(2.52),,,,,(4.58),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/18,,,2052127632,,,,,99995410,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/18,,,2052127632,,,,,99995410,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/26/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,36.48,,mk,,,36.48,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/27/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(293,727.01)",,,,,,"7,806.45",,,,,(894.61),,,,,,,"(1,290.17)",,,,"(2,184.78)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(827.41),,,,,,0.00,,,,,(2.53),,,,,,,(3.64),,,,(6.17),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052460044,,,,,29432425,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/27/18,,,1.10,,,trn,,,,,"(263,321.25)",,,"4,970.00",,,,,,,(585.75),,,,,,,(894.60),,,,,"(1,480.35)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,(741.75),,,0.00,,,,,,,(1.65),,,,,,,(2.52),,,,,(4.17),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052460044,,,,,29432425,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/27/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052460044,,,,,29432425,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/27/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,29.29,,mk,,,29.29,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.08,,,,,0.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052652470,,,,,60673009,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/28/18,,,1.10,,,trn,,,,,"(210,657.00)",,,"4,970.00",,,,,,,(468.60),,,,,,,(894.60),,,,,"(1,363.20)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,(593.40),,,0.00,,,,,,,(1.32),,,,,,,(2.52),,,,,(3.84),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052652470,,,,,60673009,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/18,,,2052652470,,,,,60673009,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,23.43,,mk,,,23.43,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/28/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,"(473,978.25)",,,,,,"9,940.00",,,,,"(1,054.35)",,,,,,,"(1,647.02)",,,,"(2,701.37)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(1,335.15)",,,,,,0.00,,,,,(2.97),,,,,,,(4.63),,,,(7.60),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/18,,,2052784209,,,,,41200157,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/28/18,,,1.10,,,trn,,,,,"(110,594.93)",,,"2,836.45",,,,,,,(246.02),,,,,,,(510.56),,,,,(756.58),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/29/18,,,,,,stl,,,,,(311.54),,,0.00,,,,,,,(0.69),,,,,,,(1.44),,,,,(2.13),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/18,,,2052784209,,,,,41200157,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/28/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
