,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receive  Activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Currency : ,,,,,,USD,,,,Transaction Currency : ,,,,,,,,,,,,,NGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,Orig,,,,Rcv,,,,,,,,,,FX,,,,,,,,,,,,,,,,,,,Fx Rev,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tran Date,,,Tran Id,,,,,Ref #,,,Prod,,,Cntry,,,,Cntry,,,FX Rate,,,,FX Date,,,Margin,,,,,,Base Amt,,,,,,Fee Amt,,,,,,,Share Amt,,,,Commission Amt,,,,,,,Total,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.10,,,,,0.10,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049468458,,,,,50737730,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,5.33,,mk,,,5.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049477322,,,,,44151994,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,"(175,547.50)",,,"2,836.45",,,,,,,(390.50),,,,,,,(510.56),,,,,(901.06),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(494.50),,,0.00,,,,,,,(1.10),,,,,,,(1.44),,,,,(2.54),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049477322,,,,,44151994,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,19.53,,mk,,,19.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.06,,,,,0.06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049477322,,,,,44151994,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049538733,,,,,73741374,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,"(94,795.65)",,,"2,836.45",,,,,,,(210.87),,,,,,,(510.56),,,,,(721.43),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(267.03),,,0.00,,,,,,,(0.59),,,,,,,(1.44),,,,,(2.03),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049538733,,,,,73741374,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049538733,,,,,73741374,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,10.54,,mk,,,10.54,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.03,,,,,0.03,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049724232,,,,,91605341,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,"(34,967.50)",,,"2,836.45",,,,,,,(106.50),,,,,,,(510.56),,,,,(617.06),
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(98.50),,,0.00,,,,,,,(0.30),,,,,,,(1.44),,,,,(1.74),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049724232,,,,,91605341,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049724232,,,,,91605341,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,5.33,,mk,,,5.33,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.02,,,,,0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049733519,,,,,89357965,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,"(251,066.65)",,,"4,970.00",,,,,,,(764.67),,,,,,,(894.60),,,,,"(1,659.27)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(707.23),,,0.00,,,,,,,(2.15),,,,,,,(2.52),,,,,(4.67),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049733519,,,,,89357965,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049733519,,,,,89357965,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/19/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,38.23,,mk,,,38.23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.11,,,,,0.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049809369,,,,,68999724,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,"(31,470.75)",,,"2,836.45",,,,,,,(95.85),,,,,,,(510.56),,,,,(606.41),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(88.65),,,0.00,,,,,,,(0.27),,,,,,,(1.44),,,,,(1.71),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049809369,,,,,68999724,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049809369,,,,,68999724,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,4.79,,mk,,,4.79,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.01,,,,,0.01,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049810521,,,,,65167310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,"(181,831.00)",,,"4,970.00",,,,,,,(553.80),,,,,,,(894.60),,,,,"(1,448.40)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(512.20),,,0.00,,,,,,,(1.56),,,,,,,(2.52),,,,,(4.08),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049810521,,,,,65167310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049810521,,,,,65167310,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,27.69,,mk,,,27.69,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.08,,,,,0.08,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049896573,,,,,20459696,,,MT,,,ISL,,,,NGA,,,3.58151735440,,,,03/20/18,,,1.00,,,trn,,,,,"(150,337.77)",,,"9,311.95",,,,,,,(303.71),,,,,,,"(1,676.15)",,,,,"(1,979.86)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(423.49),,,0.00,,,,,,,(0.86),,,,,,,(4.72),,,,,(5.58),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049896573,,,,,20459696,,,MT,,,ISL,,,,NGA,,,3.58151735440,,,,03/20/18,,,1.00,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,83.81,,mk,,,83.81,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.24,,,,,0.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049896573,,,,,20459696,,,MT,,,ISL,,,,NGA,,,3.58151735440,,,,03/20/18,,,1.00,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,15.19,,mk,,,15.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.04,,,,,0.04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049918001,,,,,82064118,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,"(87,418.75)",,,"2,836.45",,,,,,,(266.25),,,,,,,(510.56),,,,,(776.81),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,(246.25),,,0.00,,,,,,,(0.75),,,,,,,(1.44),,,,,(2.19),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049918001,,,,,82064118,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,25.53,,mk,,,25.53,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.07,,,,,0.07,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/18,,,2049918001,,,,,82064118,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,13.31,,mk,,,13.31,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/20/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.04,,,,,0.04,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Total : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,"(1,113,403.07)",,,,,,"37,335.65",,,,,"(2,798.65)",,,,,,,"(6,244.44)",,,,"(9,043.09)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(3,136.35)",,,,,,0.00,,,,,(7.88),,,,,,,(17.58),,,,(25.46),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049839265,,,,,63061189,,,MT,,,DEU,,,,NGA,,,437.82150000000,,,,03/20/18,,,0.50,,,trn,,,,,"(30,494.27)",,,"2,101.54",,,,,,,(30.65),,,,,,,(378.28),,,,,(408.93),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,(85.90),,,0.00,,,,,,,(0.09),,,,,,,(1.07),,,,,(1.16),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049839265,,,,,63061189,,,MT,,,DEU,,,,NGA,,,437.82150000000,,,,03/20/18,,,0.50,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,18.91,,mk,,,18.91,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.05,,,,,0.05,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049898357,,,,,93349872,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,"(412,536.63)",,,"7,508.25",,,,,,,(917.68),,,,,,,"(1,351.49)",,,,,"(2,269.17)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,"(1,162.08)",,,0.00,,,,,,,(2.59),,,,,,,(3.81),,,,,(6.40),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049898357,,,,,93349872,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,67.57,,mk,,,67.57,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.19,,,,,0.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049898357,,,,,93349872,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,45.88,,mk,,,45.88,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049916267,,,,,52481602,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,"(188,538.02)",,,"4,970.00",,,,,,,(419.40),,,,,,,(894.60),,,,,"(1,314.00)",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,(531.09),,,0.00,,,,,,,(1.18),,,,,,,(2.52),,,,,(3.70),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049916267,,,,,52481602,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,20.97,,mk,,,20.97,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.06,,,,,0.06,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/18,,,2049916267,,,,,52481602,,,MT,,,USA,,,,NGA,,,355.00000000000,,,,03/20/18,,,1.10,,,trn,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,44.73,,mk,,,44.73,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.00281690141,,,,03/21/18,,,,,,stl,,,,,0.00,,,0.00,,,,,,,0.00,,,,,,,0.13,,,,,0.13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
