PRIMROSE TOWER 17A TINIBU STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LAGOS, Lagos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Settlement Id :  113321879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Date:  10/2/2019 to 10/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Payment Due Date : ,,,,12/11/2019
Settlement Currency : ,,,,USD,,Transaction Currency : ,,,,,,,NGN,,,,,,,,,,,,,,,,,,,
,,,,,,,Tran,Orig,,Rcv,,,,,,,FX,,,,,,,,,Fx Rev,,,Commission,,,
Tran Date,Tran Id,,,Ref #,,Prod,Type,Cntry,,Cntry,,FX Rate,,,,FX Date,Margin,,,Base Amt,,Fee Amt,,,,Share Amt,,,Amt,,,Total
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.59),,,13.60 
10/10/2019,2239820039,,,27162318,,MT,REC,CMR,,NGA,,.59363564340,,,,08/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,205.69,,mk,205.69
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
10/10/2019,2239820039,,,27162318,,MT,REC,CMR,,NGA,,.59363564340,,,,08/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.62,,mk,35.62
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
10/10/2019,2240145994,,,41118145,,MT,REC,CMR,,NGA,,.59287797400,,,,09/10/2019,0.60,,trn,0.00,"22,825.80",,,,(711.45),,,,"-4,108.64",,,"4,820.09"
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,(2.00),,,,(11.57),,,13.57 
10/10/2019,2240145994,,,41118145,,MT,REC,CMR,,NGA,,.59287797400,,,,09/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.57,,mk,35.57
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
10/10/2019,2240145994,,,41118145,,MT,REC,CMR,,NGA,,.59287797400,,,,09/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,205.43,,mk,205.43
,,,,,,,,,,,,.00281690141,,,,10/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
11/10/2019,2240433783,,,76927667,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,"22,861.22",,,,(712.56),,,,"-4,115.02",,,"4,827.58"
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.59),,,13.60 
11/10/2019,2240433783,,,76927667,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.63,,mk,35.63
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
11/10/2019,2240433783,,,76927667,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,205.75,,mk,205.75
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
11/10/2019,2240450968,,,28503345,,MT,REC,SAU,,NGA,,94.65404612675,,,,10/10/2019,2.10,,trn,0.00,"18,457.54",,,,"-1,230.51",,,,"-3,322.36",,,"4,552.87"
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(3.47),,,,(9.36),,,12.83 
11/10/2019,2240450968,,,28503345,,MT,REC,SAU,,NGA,,94.65404612675,,,,10/10/2019,2.10,,trn,0.00,0.00,,,,0.00,,,,166.12,,mk,166.12
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.47,,,0.47
11/10/2019,2240450968,,,28503345,,MT,REC,SAU,,NGA,,94.65404612675,,,,10/10/2019,2.10,,trn,0.00,0.00,,,,0.00,,,,61.53,,mk,61.53
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.17,,,0.17
15/10/2019,2241608545,,,23527457,,MT,REC,CMR,,NGA,,.59731576155,,,,14/10/2019,0.60,,trn,0.00,"22,996.66",,,,(716.78),,,,"-4,139.40",,,"4,856.18"
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.66),,,13.68 
15/10/2019,2241608545,,,23527457,,MT,REC,CMR,,NGA,,.59731576155,,,,14/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.84,,mk,35.84
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
15/10/2019,2241608545,,,23527457,,MT,REC,CMR,,NGA,,.59731576155,,,,14/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.97,,mk,206.97
,,,,,,,,,,,,.00281690141,,,,15/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
16/10/2019,2241720155,,,77453601,,MT,REC,CMR,,NGA,,.59720752560,,,,14/10/2019,0.60,,trn,0.00,"22,992.49",,,,(716.65),,,,"-4,138.65",,,"4,855.30"
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.66),,,13.68 
16/10/2019,2241720155,,,77453601,,MT,REC,CMR,,NGA,,.59720752560,,,,14/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.83,,mk,35.83
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
16/10/2019,2241720155,,,77453601,,MT,REC,CMR,,NGA,,.59720752560,,,,14/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.93,,mk,206.93
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
16/10/2019,2241979309,,,33967296,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,"22,944.57",,,,(715.16),,,,"-4,130.02",,,"4,845.18"
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.63),,,13.64 
16/10/2019,2241979309,,,33967296,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.76,,mk,35.76
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
16/10/2019,2241979309,,,33967296,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.50,,mk,206.50
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
17/10/2019,2242069250,,,71358731,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,"22,944.57",,,,(715.16),,,,"-4,130.02",,,"4,845.18"
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.63),,,13.64 
17/10/2019,2242069250,,,71358731,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.76,,mk,35.76
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
17/10/2019,2242069250,,,71358731,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.50,,mk,206.50
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
17/10/2019,2242272898,,,66989307,,MT,REC,CMR,,NGA,,.59699104660,,,,16/10/2019,0.60,,trn,0.00,"22,984.16",,,,(716.39),,,,"-4,137.15",,,"4,853.54"
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.65),,,13.67 
17/10/2019,2242272898,,,66989307,,MT,REC,CMR,,NGA,,.59699104660,,,,16/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.82,,mk,35.82
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
17/10/2019,2242272898,,,66989307,,MT,REC,CMR,,NGA,,.59699104660,,,,16/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.86,,mk,206.86
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
17/10/2019,2242393951,,,80190592,,MT,REC,FRA,,NGA,,391.63600000000,,,,16/10/2019,0.50,,trn,0.00,"1,762.36",,,,(20.10),,,,(317.23),,,337.33 
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(0.06),,,,(0.89),,,0.95 
17/10/2019,2242393951,,,80190592,,MT,REC,FRA,,NGA,,391.63600000000,,,,16/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,15.86,,mk,15.86
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
21/10/2019,2242859676,,,75312938,,MT,REC,CMR,,NGA,,.60218650710,,,,18/10/2019,0.60,,trn,0.00,"23,184.18",,,,(722.62),,,,"-4,173.15",,,"4,895.77"
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(2.04),,,,(11.76),,,13.80 
21/10/2019,2242859676,,,75312938,,MT,REC,CMR,,NGA,,.60218650710,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.13,,mk,36.13
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
21/10/2019,2242859676,,,75312938,,MT,REC,CMR,,NGA,,.60218650710,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,208.66,,mk,208.66
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
21/10/2019,2242899976,,,15076085,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,"23,186.26",,,,(722.69),,,,"-4,173.53",,,"4,896.22"
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,(2.04),,,,(11.76),,,13.80 
21/10/2019,2242899976,,,15076085,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,208.68,,mk,208.68
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
21/10/2019,2242899976,,,15076085,,MT,REC,CMR,,NGA,,.60224062685,,,,18/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.13,,mk,36.13
,,,,,,,,,,,,.00281690141,,,,21/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
23/10/2019,2244042391,,,48570013,,MT,REC,CMR,,NGA,,.60353949375,,,,22/10/2019,0.60,,trn,0.00,"23,236.27",,,,(724.25),,,,"-4,182.53",,,"4,906.78"
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,(2.04),,,,(11.78),,,13.82 
23/10/2019,2244042391,,,48570013,,MT,REC,CMR,,NGA,,.60353949375,,,,22/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,209.13,,mk,209.13
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
23/10/2019,2244042391,,,48570013,,MT,REC,CMR,,NGA,,.60353949375,,,,22/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.21,,mk,36.21
,,,,,,,,,,,,.00281690141,,,,23/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
28/10/2019,2244857948,,,90991106,,MT,REC,CMR,,NGA,,.60099588325,,,,25/10/2019,0.60,,trn,0.00,"23,138.34",,,,(721.20),,,,"-4,164.90",,,"4,886.10"
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,(2.03),,,,(11.73),,,13.76 
28/10/2019,2244857948,,,90991106,,MT,REC,CMR,,NGA,,.60099588325,,,,25/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,208.25,,mk,208.25
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
28/10/2019,2244857948,,,90991106,,MT,REC,CMR,,NGA,,.60099588325,,,,25/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.06,,mk,36.06
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
29/10/2019,2246028122,,,81417834,,MT,SEN,NGA,,RUS,,.00281690141,,,,29/10/2019,2.00,,trn,0.00,0.00,,,,"-1,420.00",,,,71.00,,mk,"1,349.00"
,,,,,,,,,,,,.00281690141,,,,29/10/2019,,,stl,0.00,0.00,,,,(4.00),,,,0.20,,,3.80 
30/10/2019,2245986861,,,20198827,,MT,REC,CMR,,NGA,,.60067116475,,,,29/10/2019,0.60,,trn,0.00,"23,125.84",,,,(720.81),,,,"-4,162.65",,,"4,883.46"
,,,,,,,,,,,,.00281690141,,,,30/10/2019,,,stl,0.00,0.00,,,,(2.03),,,,(11.73),,,13.76 
30/10/2019,2245986861,,,20198827,,MT,REC,CMR,,NGA,,.60067116475,,,,29/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,36.04,,mk,36.04
,,,,,,,,,,,,.00281690141,,,,30/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
30/10/2019,2245986861,,,20198827,,MT,REC,CMR,,NGA,,.60067116475,,,,29/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,208.13,,mk,208.13
,,,,,,,,,,,,.00281690141,,,,30/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.59,,,0.59
100711693 - 100712921,,,,,,,,,Account Total:,,,,,Send,,,,1,,0.00,0.00,,,,"-1,420.00",,,,71.00,,"1,349.00",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(4.00),,,,0.20,,3.80 ,
,,,,,,,,,,,,,,Receive,,,,20,,0.00,0.00,,,,"-14,135.83",,,,"-73,443.25",,"87,579.08",
,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,(39.85),,,,(206.89),,246.74 ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Account Net Due : ,,,(250.54),,
Account Number : ,,,100711693 - 100712923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Agent Name : ,,,FCMB - #057 - ENUGU - ENUGU BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Legacy ID : ,,,654051,,,,,Store Number : ,,,,057,,,,,,,,,,,,,,,,,,
03/10/2019,2237762225,,,50895343,,MT,REC,DEU,,NGA,,388.01500000000,,,,02/10/2019,0.50,,trn,0.00,"2,328.09",,,,(30.15),,,,(419.06),,,449.21 
,,,,,,,,,,,,.00281690141,,,,03/10/2019,,,stl,0.00,0.00,,,,(0.08),,,,(1.18),,,1.26 
03/10/2019,2237762225,,,50895343,,MT,REC,DEU,,NGA,,388.01500000000,,,,02/10/2019,0.50,,trn,0.00,0.00,,,,0.00,,,,20.95,,mk,20.95
,,,,,,,,,,,,.00281690141,,,,03/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.06,,,0.06
07/10/2019,2238007556,,,25451827,,MT,REC,USA,,NGA,,355.00000000000,,,,02/10/2019,0.45,,trn,0.00,"2,840.00",,,,(63.90),,,,(511.20),,,575.10 
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,(0.18),,,,(1.44),,,1.62 
07/10/2019,2238007556,,,25451827,,MT,REC,USA,,NGA,,355.00000000000,,,,02/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
07/10/2019,2238007556,,,25451827,,MT,REC,USA,,NGA,,355.00000000000,,,,02/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,3.20,,mk,3.20
,,,,,,,,,,,,.00281690141,,,,07/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
11/10/2019,2240440358,,,15985193,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,"22,861.22",,,,(712.56),,,,"-4,115.02",,,"4,827.58"
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.59),,,13.60 
11/10/2019,2240440358,,,15985193,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.63,,mk,35.63
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
11/10/2019,2240440358,,,15985193,,MT,REC,CMR,,NGA,,.59379800265,,,,10/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,205.75,,mk,205.75
,,,,,,,,,,,,.00281690141,,,,11/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
14/10/2019,2240874355,,,94635875,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,"22,957.07",,,,(715.54),,,,"-4,132.27",,,"4,847.81"
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.64),,,13.66 
14/10/2019,2240874355,,,94635875,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.61,,mk,206.61
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
14/10/2019,2240874355,,,94635875,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.78,,mk,35.78
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
14/10/2019,2240877508,,,31118467,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,"22,957.07",,,,(715.54),,,,"-4,132.27",,,"4,847.81"
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.64),,,13.66 
14/10/2019,2240877508,,,31118467,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.78,,mk,35.78
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
14/10/2019,2240877508,,,31118467,,MT,REC,CMR,,NGA,,.59628749340,,,,11/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.61,,mk,206.61
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
14/10/2019,2241209318,,,75086586,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,"23,002.91",,,,(716.97),,,,"-4,140.52",,,"4,857.49"
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.66),,,13.68 
14/10/2019,2241209318,,,75086586,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.85,,mk,35.85
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
14/10/2019,2241209318,,,75086586,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,207.03,,mk,207.03
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
14/10/2019,2241240619,,,98926497,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,"23,002.91",,,,(716.97),,,,"-4,140.52",,,"4,857.49"
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.66),,,13.68 
14/10/2019,2241240619,,,98926497,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,207.03,,mk,207.03
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
14/10/2019,2241240619,,,98926497,,MT,REC,CMR,,NGA,,.59747812080,,,,12/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.85,,mk,35.85
,,,,,,,,,,,,.00281690141,,,,14/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
16/10/2019,2241937141,,,99883897,,MT,REC,CMR,,NGA,,.59655809215,,,,15/10/2019,0.60,,trn,0.00,"22,967.49",,,,(715.87),,,,"-4,134.15",,,"4,850.02"
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(2.02),,,,(11.65),,,13.67 
16/10/2019,2241937141,,,99883897,,MT,REC,CMR,,NGA,,.59655809215,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.71,,mk,206.71
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
16/10/2019,2241937141,,,99883897,,MT,REC,CMR,,NGA,,.59655809215,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.79,,mk,35.79
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
16/10/2019,2241989005,,,25062854,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,"22,944.57",,,,(715.16),,,,"-4,130.02",,,"4,845.18"
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.63),,,13.64 
16/10/2019,2241989005,,,25062854,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.76,,mk,35.76
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
16/10/2019,2241989005,,,25062854,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.50,,mk,206.50
,,,,,,,,,,,,.00281690141,,,,16/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
17/10/2019,2241994459,,,42635568,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,"22,944.57",,,,(715.16),,,,"-4,130.02",,,"4,845.18"
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(2.01),,,,(11.63),,,13.64 
17/10/2019,2241994459,,,42635568,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,35.76,,mk,35.76
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.10,,,0.10
17/10/2019,2241994459,,,42635568,,MT,REC,CMR,,NGA,,.59596277845,,,,15/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,206.50,,mk,206.50
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.58,,,0.58
17/10/2019,2242152828,,,50158261,,MT,REC,USA,,NGA,,355.00000000000,,,,15/10/2019,0.45,,trn,0.00,"2,840.00",,,,(63.90),,,,(511.20),,,575.10 
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,(0.18),,,,(1.44),,,1.62 
17/10/2019,2242152828,,,50158261,,MT,REC,USA,,NGA,,355.00000000000,,,,15/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,3.20,,mk,3.20
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
17/10/2019,2242152828,,,50158261,,MT,REC,USA,,NGA,,355.00000000000,,,,15/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,17/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
24/10/2019,2244186755,,,69774454,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,"3,546.45",,,,(133.13),,,,(638.36),,,771.49 
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,(0.38),,,,(1.80),,,2.18 
24/10/2019,2244186755,,,69774454,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,31.92,,mk,31.92
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.09,,,0.09
24/10/2019,2244186755,,,69774454,,MT,REC,USA,,NGA,,355.00000000000,,,,22/10/2019,1.25,,trn,0.00,0.00,,,,0.00,,,,6.66,,mk,6.66
,,,,,,,,,,,,.00281690141,,,,24/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.02,,,0.02
28/10/2019,2245289155,,,62056061,,MT,REC,ARE,,NGA,,96.66439754800,,,,26/10/2019,0.60,,trn,0.00,"1,449.97",,,,(85.84),,,,(260.99),,,346.83 
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,(0.24),,,,(0.74),,,0.98 
28/10/2019,2245289155,,,62056061,,MT,REC,ARE,,NGA,,96.66439754800,,,,26/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,13.05,,mk,13.05
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.04,,,0.04
28/10/2019,2245289155,,,62056061,,MT,REC,ARE,,NGA,,96.66439754800,,,,26/10/2019,0.60,,trn,0.00,0.00,,,,0.00,,,,4.29,,mk,4.29
,,,,,,,,,,,,.00281690141,,,,28/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.01,,,0.01
30/10/2019,2245746717,,,15076936,,MT,REC,USA,,NGA,,355.00000000000,,,,28/10/2019,0.45,,trn,0.00,"2,840.00",,,,(31.95),,,,(511.20),,,543.15 
,,,,,,,,,,,,.00281690141,,,,30/10/2019,,,stl,0.00,0.00,,,,(0.09),,,,(1.44),,,1.53 
30/10/2019,2245746717,,,15076936,,MT,REC,USA,,NGA,,355.00000000000,,,,28/10/2019,0.45,,trn,0.00,0.00,,,,0.00,,,,25.56,,mk,25.56
,,,,,,,,,,,,.00281690141,,,,30/10/2019,,,stl,0.00,0.00,,,,0.00,,,,0.07,,,0.07
