MTCN	TransactionType	Code	PayCountry	RecCountry	Account	Location_ID	LocationName	Direction	Address	LOCCurrencyCode	RecDateUSYear	RecDateUSMonth	RecDateUSDay	RecDateLOCYear	RecDateLOCMonth	RecDateLOCDay	PayDateUSYear	PayDateUSMonth	PayDateUSDay	PayDateLOCYear	PayDateLOCMonth	PayDateLOCDay	SetDateUSYear	SetDateUSMonth	SetDateUSDay	SetDateLOCYear	SetDateLOCMonth	SetDateLOCDay	RepDateYear	RepDateMonth	RepDateDay	RecPayoutRate	PayPayoutRate	RecSettlementRate	PaySettlementRate	ClearPrincipalUSD	ClearChargesUSD	ClearFXUSD	ClearFXREC	ClearPrincipalLOC	ClearChargesLOC	ClearFXLOC	ClearPrincipalPAY	ClearChargesPAY	ClearFXPAY	RecPrincipalUSD	TotalChargesUSD	RecPrincipalLOC	RecCurrencyCode	PayCurrencyCode	RecPrincipalREC	RecPrincipalPAY	TotalChargesREC	TotalChargesPAY	ClearPrincipalREC	ClearChargesREC	TotalChargesLOC	Spread	SendPayIndicator	ProductCode	ProductGroupName	AdjustmentMTCN	AdjustmentReason	AdjustmentType	AdjustmentReasonCode	AdjustmentTypeCode	TxnStatus
7986139349	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150030	74	FCMB - #015 - LAGOS  - IPONRI CASH CENTR	I	IPONRI CASH OFFICE	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-37.44	-0.04	0	0	-13292.62	-14.2	0	-13292.62	-14.2	0	40	0.5	14200	USD	NGN	40	14200	0.5	177.5	-37.44	-0.04	177.5	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
6742377688	T	NGN	NIGERIA	UNITED KINGDOM	ADH150360	13	FCMB - #009 - BENIN CITY - BENIN BRANCH	I	112 MISSION ROAD {CR}	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.229799985	355	1.224962561	355	-113.15	-1.08	0	0	-40169.31	-383.4	0	-40169.31	-383.4	0	116.49	6	41353.95	GBP	NGN	95.1	41353.95	4.9	2130	-92.37	-0.88	2130	3.25	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
8490159226	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150865	113	FCMB - #064 - PORTHARCOURT - IKWERRE ROA	I	126 IKWERRE RD PH	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-99.55	-1.8	0	0	-35340.25	-639	0	-35340.25	-639	0	100	9.99	35500	USD	NGN	100	35500	9.99	3546.45	-99.55	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5445248073	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151031	124	FCMB - #094 - AKWA - AWKA BRANCH	I	84A  NNAMDI AZIKIWE AVE, {CR}{CR}	NGN	2019	9	4	2019	9	5	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-70.21	-0.51	0	0	-24923.66	-181.05	0	-24923.66	-181.05	0	75	4	26625	USD	NGN	75	26625	4	1420	-70.21	-0.51	1420	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
0325679915	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150579	80	FCMB - #068 - OSHOGBO - OSOGBO BRANCH	I		NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-19.91	-1.8	0	0	-7068.05	-639	0	-7068.05	-639	0	20	9.99	7100	USD	NGN	20	7100	9.99	3546.45	-19.91	-1.8	3546.45	0.45	P	AACS			UNKNOWN	UNKNOWN			S
6764655678	T	NGN	UKRAINE HRYVNIA	NIGERIA	ADH151547	214	FCMB - #198 - KADUNA - ALI AKILU ROAD BR	O	ALI AKILU 40, Ali Akilu Road.Maska Road{CR}	NGN	2019	9	9	2019	9	9	2019	9	11	2019	9	11	2019	9	9	2019	9	9	2019	9	9	0.002816899	1	0.002816901	1	300	12.7	10.08	3578.4	106500	4508.5	3578.4	300	12.7	10.08	310.08	15.49	110077.52	NGN	USD	110077.52	310.08	5500	15.49	106500	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
7276401890	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151712	-1	UNKNOWN	I		NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-497.75	-1.8	0	0	-176701.25	-639	0	-176701.25	-639	0	500	9.99	177500	USD	NGN	500	177500	9.99	3546.45	-497.75	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0585367387	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150678	213	FCMB - #028 - UYO - UYO BRANCH	I	143 ABAK ROAD {CR}	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-2289.65	-8.28	0	0	-812825.75	-2939.4	0	-812825.75	-2939.4	0	2300	46	816500	USD	NGN	2300	816500	46	16330	-2289.65	-8.28	16330	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5387886652	T	NGN	NIGERIA	KOREA	ADH150931	111	FCMB - #086 - BENIN CITY - UGBOWO BRANCH	I	USELU UGBOWO EXPRESS ROAD	NGN	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-142.56	-3.96	0	0	-50608.8	-1405.8	0	-50608.8	-1405.8	0	144	22	51120	USD	NGN	144	51120	22	7810	-142.56	-3.96	7810	1	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9729725708	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150162	9	FCMB - #007 - IKEJA - IKEJA BRANCH	I	29 OBA AKRAN AVENUE LAGOS	NGN	2019	9	6	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-71	-1.26	0	0	-25205	-447.3	0	-25205	-447.3	0	71	7	25205	USD	NGN	71	25205	7	2485	-71	-1.26	2485	0	P	VWSS			UNKNOWN	UNKNOWN			S
2874947627	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152670	250	FCMB - #163 - BADAGRY - OJO ALABA BRANCH	I	ALABA I Shop D51, Electrical Section, Alaba Intl Market,{CR}	NGN	2019	9	7	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-348.42	-1.8	0	0	-123690.87	-639	0	-123690.87	-639	0	350	9.99	124250	USD	NGN	350	124250	9.99	3546.45	-348.42	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6404058259	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152317	196	FCMB - #174 - AMUWO-ODOFIN - FESTAC TOWN	I	PLOT 1572 4TH AVE	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-473.86	-1.26	0	0	-168219.59	-447.3	0	-168219.59	-447.3	0	476	7	168980	USD	NGN	476	168980	7	2485	-473.86	-1.26	2485	0.45	P	AACS			UNKNOWN	UNKNOWN			S
6956105716	T	NGN	GHANA CEDI	NIGERIA	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	O	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.002816899	5.300299942	0.002816901	5.3003	54.51	12.7	1.83	649.65	19351.05	4508.5	649.65	288.9	67.31	9.7	56.34	15.49	20000	NGN	GHS	20000	298.62	5500	82.1	19351.05	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2721414555	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150876	118	FCMB - #085 - OWERRI - OWERRI BRANCH	I	81 WETHERAL ROAD OWERRI	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-199.1	-1.8	0	0	-70680.5	-639	0	-70680.5	-639	0	200	9.99	71000	USD	NGN	200	71000	9.99	3546.45	-199.1	-1.8	3546.45	0.45	P	AACS			UNKNOWN	UNKNOWN			S
5210873043	T	NGN	NIGERIA	MEXICO	ADH150656	105	FCMB - #074 - MINNA - MINNA BRANCH	I	PAIKO ROAD MINNA	NGN	2019	9	6	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.051160399	355	0.051160487	355	-1465.75	-5.53	0	0	-520340.53	-1963.15	0	-520340.53	-1963.15	0	1534.81	30.7	544857.55	MXP	NGN	30000	544857.55	600	10898.5	-28650.04	-108.09	10898.5	4.5	P	MMTRWC	MTRN		UNKNOWN	UNKNOWN			S
5696183926	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150887	114	FCMB - #084 - ENUGU - GARDEN AVENUE ENUGU	I	41 GARDEN ROAD AVENUE ENUGU	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-46.8	-0.54	0	0	-16615.77	-191.7	0	-16615.77	-191.7	0	50	3	17750	USD	NGN	50	17750	3	1065	-46.8	-0.54	1065	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
5786369716	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150393	45	FCMB - #008 - WARRI - WARRI BRANCH	I	OKUMAGBA AVENUE	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-477.84	-1.8	0	0	-169633.2	-639	0	-169633.2	-639	0	480	9.99	170400	USD	NGN	480	170400	9.99	3546.45	-477.84	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
7754388313	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	I	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-895.95	-2.88	0	0	-318062.25	-1022.4	0	-318062.25	-1022.4	0	900	16	319500	USD	NGN	900	319500	16	5680	-895.95	-2.88	5680	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2321573193	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152351	199	FCMB - #241 - OWERRI - OWERRI 2 BRANCH	I	40 WETHERAL ROAD OWERRI      	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-149.32	-1.8	0	0	-53010.37	-639	0	-53010.37	-639	0	150	9.99	53250	USD	NGN	150	53250	9.99	3546.45	-149.32	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9576759170	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150623	96	FCMB - #072 - Warri Effurun	I	69 EFURUN SAPELE ROAD WARRI	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-28.08	-0.43	0	0	-9969.46	-152.65	0	-9969.46	-152.65	0	30	3	10650	USD	NGN	30	10650	3	1065	-28.08	-0.43	1065	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
5708472669	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150809	101	FCMB - #079 - SURULERE - ADENIRAN OGUNSA	I	33 ADENIRAN OGUNSAYA STREET SURULERE	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-141.91	-0.81	0	0	-50379.82	-287.55	0	-50379.82	-287.55	0	150	5	53250	USD	NGN	150	53250	5	1775	-141.91	-0.81	1775	5.39	P	FTSS			UNKNOWN	UNKNOWN			S
9284039806	T	NGN	NIGERIA	BRAZIL	ADH150579	80	FCMB - #068 - OSHOGBO - OSOGBO BRANCH	I		NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.246026398	355	0.246026427	355	-91.34	-0.7	0	0	-32426.89	-248.5	0	-32426.89	-248.5	0	96.64	3.87	34307.2	BRL	NGN	392.8	34307.2	15.71	1373.85	-371.26	-2.85	1373.85	5.48	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4405992737	T	NGN	NIGERIA	BRAZIL	ADH150809	101	FCMB - #079 - SURULERE - ADENIRAN OGUNSA	I	33 ADENIRAN OGUNSAYA STREET SURULERE	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.244765998	355	0.246026427	355	-151.27	-1.15	0	0	-53701.7	-408.25	0	-53701.7	-408.25	0	160.87	6.43	57108.85	BRL	NGN	653.86	57108.85	26.15	2282.65	-614.85	-4.67	2282.65	5.48	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2531830272	T	NGN	NIGERIA	SAUDI ARABIA	ADH151756	221	FCMB - #210 - KADUNA - YAKUBU GOWON WAY	I	YAKUBU GOWON WAY Yakubu Gowon Way, Near Central Bank of Nigeria{CR}	NGN	2019	8	22	2019	8	22	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.266616895	355	0.266624006	355	-27.21	-1.2	0	0	-9660.05	-426	0	-9660.05	-426	0	29	6.67	10295	SAR	NGN	108.75	10295	25	2367.85	-102.05	-4.5	2367.85	6.15	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9091329250	T	NGN	NIGERIA	FRANCE	ADH151471	175	FCMB - #137 - IKEJA GRA - IKEJA GRA BRAN	I	ISAAC JOHNSON STREET IKEJA	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.102399989	355	1.100748881	355	-74.2	-1.98	0	0	-26339.95	-702.9	0	-26339.95	-702.9	0	77.05	11.01	27352.75	EUR	NGN	70	27352.75	10	3908.55	-67.41	-1.8	3908.55	3.85	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9819870466	T	NGN	NIGERIA	NORWAY	ADH152670	250	FCMB - #163 - BADAGRY - OJO ALABA BRANCH	I	ALABA I Shop D51, Electrical Section, Alaba Intl Market,{CR}	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.111245841	355	0.111079223	355	-771.23	-1.91	0	0	-273785.6	-678.05	0	-273785.6	-678.05	0	799.66	12.77	283879.3	NOK	NGN	7199	283879.3	115	4533.35	-6943.06	-17.19	4533.35	3.7	P	FTSS			UNKNOWN	UNKNOWN			S
0722664292	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150162	9	FCMB - #007 - IKEJA - IKEJA BRANCH	I	29 OBA AKRAN AVENUE LAGOS	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-298.65	-1.8	0	0	-106020.75	-639	0	-106020.75	-639	0	300	9.99	106500	USD	NGN	300	106500	9.99	3546.45	-298.65	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0565753927	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150524	58	FCMB - #033 - OTA - OTTA BRANCH	I	56 IDI-IROKO ROAD SANGO OTTA	NGN	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-199.1	-1.8	0	0	-70680.5	-639	0	-70680.5	-639	0	200	9.99	71000	USD	NGN	200	71000	9.99	3546.45	-199.1	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6396974184	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150777	106	FCMB - #058 - IBADAN BODIJA BRANCH	I	BODIJA ROAD IBADAN	NGN	2019	9	6	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-149.32	-1.8	0	0	-53010.37	-639	0	-53010.37	-639	0	150	9.99	53250	USD	NGN	150	53250	9.99	3546.45	-149.32	-1.8	3546.45	0.45	P	AACS			UNKNOWN	UNKNOWN			S
4667547660	T	NGN	NIGERIA	KENYA	ADH152175	191	FCMB - #234 - WARRI - WARRI AIRPORT ROAD	I	52 AIRPORT RD WARRI	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.009634799	355	0.009639483	355	-253.64	-0.09	0	0	-90041.19	-31.95	0	-90041.19	-31.95	0	260.27	0.49	92395.85	KES	NGN	27000	92395.85	50.48	173.95	-26312.61	-9.34	173.95	2.5	P	AVSS			UNKNOWN	UNKNOWN			S
8539398052	T	NGN	NIGERIA	UNITED KINGDOM	ADH150876	118	FCMB - #085 - OWERRI - OWERRI BRANCH	I	81 WETHERAL ROAD OWERRI	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.226799994	355	1.231352975	355	-59.22	-1.06	0	0	-21024.44	-376.3	0	-21024.44	-376.3	0	61.57	6.03	21857.35	GBP	NGN	50	21857.35	4.9	2140.65	-48.09	-0.86	2140.65	3.45	P	FTSS			UNKNOWN	UNKNOWN			S
1160455566	T	NGN	NIGERIA	SPAIN	ADH150524	58	FCMB - #033 - OTA - OTTA BRANCH	I	56 IDI-IROKO ROAD SANGO OTTA	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.103499993	355	1.100748881	355	-26.38	-0.56	0	0	-9365.58	-198.8	0	-9365.58	-198.8	0	27.52	3.19	9769.6	EUR	NGN	25	9769.6	2.9	1132.45	-23.97	-0.51	1132.45	4.37	P	FTSS			UNKNOWN	UNKNOWN			S
2433942272	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150919	116	FCMB - #091 - OKOTA - OKOTA BRANCH	I		NGN	2019	9	6	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-93.61	-0.33	0	0	-33231.55	-117.15	0	-33231.55	-117.15	0	100	4	35500	USD	NGN	100	35500	4	1420	-93.61	-0.33	1420	6.39	P	FTSS			UNKNOWN	UNKNOWN			S
1818483860	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150283	17	FCMB - #003 - PORTHARCOURT MAIN	I	PLOT 282A ABA EXPRESS RD GRA II	NGN	2019	9	4	2019	9	4	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-99.55	-1.8	0	0	-35340.25	-639	0	-35340.25	-639	0	100	9.99	35500	USD	NGN	100	35500	9.99	3546.45	-99.55	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0353017190	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150205	51	FCMB - #030 - LAGOS  - ALAGBADO BRANCH	I	AP FILLING STATION OJOKORO, ALAGBADO, LAGOS	NGN	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-99.55	-1.8	0	0	-35340.25	-639	0	-35340.25	-639	0	100	9.99	35500	USD	NGN	100	35500	9.99	3546.45	-99.55	-1.8	3546.45	0.45	P	AACS			UNKNOWN	UNKNOWN			S
4539490214	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH150919	116	FCMB - #091 - OKOTA - OKOTA BRANCH	I		NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-298.65	-1.8	0	0	-106020.75	-639	0	-106020.75	-639	0	300	9.99	106500	USD	NGN	300	106500	9.99	3546.45	-298.65	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9696988659	T	NGN	NIGERIA	CAPE VERDE	ADH150744	103	FCMB - #067 - OKO - OKO BRANCH	I	4 HOSPITAL RD ANAMBRA	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.010003999	355	0.009982758	355	-2319.56	-18.01	0	0	-823443.8	-6393.55	0	-823443.8	-6393.55	0	2392.37	99.83	849291.35	CVE	NGN	239650	849291.35	10000	35439.65	-232356.61	-1804.11	35439.65	3.25	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4045867099	T	NGN	OMAN	NIGERIA	ADH150513	47	FCMB - #029 - IBADAN - IBADAN BRANCH	O	LEBANON STREET OLD GBAGI	NGN	2019	9	9	2019	9	9	2019	9	10	2019	9	10	2019	9	9	2019	9	9	2019	9	9	0.002816899	0.384999997	0.002816901	0.385	284.05	12.7	9.54	3386.7	100837.75	4508.5	3386.7	109.36	4.89	3.67	293.59	15.49	104225	NGN	OMR	104225	113.03	5500	5.96	100837.75	4508.5	5500	3.25	S	IMTR	MTRN		UNKNOWN	UNKNOWN			S
8391339223	T	NGN	NIGERIA	UNITED ARAB EMIRATES	ADH152944	241	FCMB - #225 - GWAGWALADA, ABUJA  - GWAGW	I	GWAGWALADA 203A phase 1 qtrs, {CR}	NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.272257007	355	0.27225701	355	-177.57	-0.74	0	0	-63037.47	-262.7	0	-63037.47	-262.7	0	195.82	4.08	69516.1	AED	NGN	719.25	69516.1	15	1448.4	-652.21	-2.72	1448.4	9.32	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
9440788050	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152351	199	FCMB - #241 - OWERRI - OWERRI 2 BRANCH	I	40 WETHERAL ROAD OWERRI      	NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-746.62	-2.88	0	0	-265051.87	-1022.4	0	-265051.87	-1022.4	0	750	16	266250	USD	NGN	750	266250	16	5680	-746.62	-2.88	5680	0.45	P	AACS			UNKNOWN	UNKNOWN			S
8819185752	T	NGN	NIGERIA	UNITED KINGDOM	ADH150030	74	FCMB - #015 - LAGOS  - IPONRI CASH CENTR	I	IPONRI CASH OFFICE	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.226800099	355	1.224962561	355	-59.04	-1.08	0	0	-20959.11	-383.4	0	-20959.11	-383.4	0	61.25	6	21743.75	GBP	NGN	50	21743.75	4.9	2130	-48.2	-0.88	2130	3.75	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
5783414218	T	NGN	NIGERIA	EGYPT	ADH150623	96	FCMB - #072 - Warri Effurun	I	69 EFURUN SAPELE ROAD WARRI	NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-342.19	-5.76	0	0	-121476.56	-2044.8	0	-121476.56	-2044.8	0	375	32	133125	USD	NGN	375	133125	32	11360	-342.19	-5.76	11360	8.75	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
2867631360	T	NGN	NIGERIA	LEBANON	ADH150898	112	FCMB - #087 - MATORI - MATORI BRANCH	I	91 LADIPO ROAD MATORI	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-188.1	-1.8	0	0	-66775.5	-639	0	-66775.5	-639	0	200	10	71000	USD	NGN	200	71000	10	3550	-188.1	-1.8	3550	5.95	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6068330291	T	NGN	NIGERIA	PANAMA	ADH150524	58	FCMB - #033 - OTA - OTTA BRANCH	I	56 IDI-IROKO ROAD SANGO OTTA	NGN	2019	9	7	2019	9	7	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-100	-0.81	0	0	-35500	-287.55	0	-35500	-287.55	0	100	4.49	35500	USD	NGN	100	35500	4.49	1593.95	-100	-0.81	1593.95	0	P	IMTND	MTRN		UNKNOWN	UNKNOWN			S
9932435382	T	NGN	NIGERIA	BELGIUM	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	I	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1.103099986	355	1.100748881	355	-738.58	-3.97	0	0	-262196.11	-1409.35	0	-262196.11	-1409.35	0	770.52	22.01	273534.6	EUR	NGN	700	273534.6	20	7813.55	-670.98	-3.61	7813.55	4.35	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0766498187	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH153143	-1	UNKNOWN	I		NGN	2019	9	6	2019	9	6	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-497.75	-1.8	0	0	-176701.25	-639	0	-176701.25	-639	0	500	9.99	177500	USD	NGN	500	177500	9.99	3546.45	-497.75	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0032974850	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH152681	248	FCMB - #154 - APAPA - APAPA RANDLE ROAD	I	RANDLE ROAD 10, Randle Road, Apapa,{CR}	NGN	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-497.75	-1.8	0	0	-176701.25	-639	0	-176701.25	-639	0	500	9.99	177500	USD	NGN	500	177500	9.99	3546.45	-497.75	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
0178890191	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH471010	-1	UNKNOWN	I		NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-69.68	-1.8	0	0	-24738.17	-639	0	-24738.17	-639	0	70	9.99	24850	USD	NGN	70	24850	9.99	3546.45	-69.68	-1.8	3546.45	0.45	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
6714515482	T	NGN	NIGERIA	UNITED ARAB EMIRATES	ADH150809	101	FCMB - #079 - SURULERE - ADENIRAN OGUNSA	I	33 ADENIRAN OGUNSAYA STREET SURULERE	NGN	2019	9	8	2019	9	8	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	0.272257007	355	0.27225701	355	-272.62	-0.74	0	0	-96780.16	-262.7	0	-96780.16	-262.7	0	300.64	4.08	106727.2	AED	NGN	1104.25	106727.2	15	1448.4	-1001.33	-2.72	1448.4	9.32	P	IMTR	MTRN		UNKNOWN	UNKNOWN			S
4159211914	T	NGN	NIGERIA	UNITED STATES OF AMERICA	ADH151196	140	FCMB - #114 - AGEGE - AGEGE BRANCH	I	OLD  ABEOKUTA  EXPRESS ROAD OKO-OBA{CR}	NGN	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	2019	9	9	1	355	1	355	-466.92	-1.05	0	0	-165756.71	-372.75	0	-165756.71	-372.75	0	493	7	175015	USD	NGN	493	175015	7	2485	-466.92	-1.05	2485	5.29	P	FTSS			UNKNOWN	UNKNOWN			S
